UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
100654,"R",815,"R",292,"R",523,"R",4,"R",1,"R",3,"R",5,"R",4,"R",1,"R",697,"R",253,"R",444,"R",8,"R",2,"R",6,"R",0,"R",0,"R",0,"R",80,"R",21,"R",59,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",16,"R",8,"R",8
100663,"R",4705,"R",1746,"R",2959,"R",8,"R",3,"R",5,"R",261,"R",116,"R",145,"R",857,"R",219,"R",638,"R",143,"R",61,"R",82,"R",5,"R",1,"R",4,"R",3034,"R",1149,"R",1885,"R",147,"R",55,"R",92,"R",48,"R",23,"R",25,"R",202,"R",119,"R",83
100690,"R",159,"R",62,"R",97,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",19,"R",48,"R",12,"R",2,"R",10,"R",3,"Z",0,"R",3,"R",68,"R",40,"R",28,"Z",0,"Z",0,"Z",0,"R",9,"R",1,"R",8,"Z",0,"Z",0,"Z",0
100706,"R",1661,"R",903,"R",758,"R",28,"R",15,"R",13,"R",69,"R",31,"R",38,"R",166,"R",72,"R",94,"R",40,"R",16,"R",24,"R",1,"R",1,"R",0,"R",1124,"R",622,"R",502,"R",19,"R",10,"R",9,"R",46,"R",25,"R",21,"R",168,"R",111,"R",57
100724,"R",927,"R",298,"R",629,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",794,"R",240,"R",554,"R",15,"R",8,"R",7,"R",0,"R",0,"R",0,"R",55,"R",20,"R",35,"R",14,"R",3,"R",11,"R",11,"R",7,"R",4,"R",34,"R",20,"R",14
100751,"R",8397,"R",3596,"R",4801,"R",37,"R",18,"R",19,"R",120,"R",45,"R",75,"R",835,"R",241,"R",594,"R",256,"R",98,"R",158,"R",4,"R",3,"R",1,"R",6545,"R",2877,"R",3668,"R",181,"R",69,"R",112,"R",24,"R",11,"R",13,"R",395,"R",234,"R",161
100760,"R",257,"R",84,"R",173,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55,"R",14,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",200,"R",68,"R",132,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0
100812,"R",784,"R",260,"R",524,"R",11,"R",3,"R",8,"R",5,"R",1,"R",4,"R",81,"R",29,"R",52,"R",15,"R",7,"R",8,"R",1,"Z",0,"R",1,"R",627,"R",208,"R",419,"R",14,"R",2,"R",12,"R",30,"R",10,"R",20,"Z",0,"Z",0,"Z",0
100830,"R",886,"R",301,"R",585,"R",3,"R",1,"R",2,"R",25,"R",7,"R",18,"R",231,"R",63,"R",168,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",457,"R",173,"R",284,"R",9,"R",4,"R",5,"R",96,"R",23,"R",73,"R",61,"R",28,"R",33
100858,"R",6197,"R",2948,"R",3249,"R",38,"R",14,"R",24,"R",144,"R",75,"R",69,"R",408,"R",168,"R",240,"R",178,"R",81,"R",97,"R",2,"R",1,"R",1,"R",4904,"R",2320,"R",2584,"R",61,"R",18,"R",43,"R",52,"R",27,"R",25,"R",410,"R",244,"R",166
100937,"R",266,"R",139,"R",127,"R",3,"R",2,"R",1,"R",5,"R",4,"R",1,"R",28,"R",12,"R",16,"R",7,"R",4,"R",3,"Z",0,"Z",0,"Z",0,"R",219,"R",115,"R",104,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
101028,"R",228,"R",78,"R",150,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",79,"R",25,"R",54,"R",9,"R",1,"R",8,"R",3,"R",2,"R",1,"R",129,"R",46,"R",83,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101073,"R",73,"R",33,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",31,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3
101116,"R",182,"R",38,"R",144,"R",2,"R",0,"R",2,"R",5,"R",2,"R",3,"R",94,"R",22,"R",72,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",75,"R",12,"R",63,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0
101143,"R",253,"R",126,"R",127,"R",3,"R",0,"R",3,"R",6,"R",5,"R",1,"R",68,"R",32,"R",36,"R",12,"R",7,"R",5,"R",1,"R",1,"R",0,"R",154,"R",77,"R",77,"R",8,"R",3,"R",5,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
101161,"R",505,"R",142,"R",363,"R",4,"R",3,"R",1,"R",7,"R",1,"R",6,"R",97,"R",24,"R",73,"R",21,"R",6,"R",15,"R",1,"Z",0,"R",1,"R",361,"R",103,"R",258,"R",10,"R",4,"R",6,"R",2,"Z",0,"R",2,"R",2,"R",1,"R",1
101189,"R",795,"R",282,"R",513,"R",11,"R",4,"R",7,"R",3,"R",1,"R",2,"R",380,"R",94,"R",286,"R",15,"R",10,"R",5,"R",3,"R",1,"R",2,"R",364,"R",166,"R",198,"R",8,"R",0,"R",8,"R",1,"R",0,"R",1,"R",10,"R",6,"R",4
101240,"R",880,"R",358,"R",522,"R",8,"R",4,"R",4,"R",6,"R",3,"R",3,"R",126,"R",57,"R",69,"R",24,"R",8,"R",16,"R",0,"R",0,"R",0,"R",652,"R",261,"R",391,"R",21,"R",6,"R",15,"R",13,"R",8,"R",5,"R",30,"R",11,"R",19
101277,"R",50,"R",0,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",41,"R",0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101286,"R",902,"R",363,"R",539,"R",6,"R",4,"R",2,"R",6,"R",1,"R",5,"R",257,"R",80,"R",177,"R",14,"R",9,"R",5,"R",1,"R",0,"R",1,"R",609,"R",265,"R",344,"R",8,"R",4,"R",4,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
101295,"R",1142,"R",432,"R",710,"R",6,"R",1,"R",5,"R",6,"R",0,"R",6,"R",43,"R",14,"R",29,"R",58,"R",28,"R",30,"R",0,"R",0,"R",0,"R",993,"R",371,"R",622,"R",8,"R",4,"R",4,"R",21,"R",10,"R",11,"R",7,"R",4,"R",3
101301,"R",323,"R",132,"R",191,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",233,"R",91,"R",142,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",76,"R",35,"R",41,"R",1,"R",0,"R",1,"R",8,"R",3,"R",5,"R",1,"R",1,"R",0
101365,"R",187,"R",84,"R",103,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",84,"R",16,"R",68,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"R",77,"R",59,"R",18,"R",4,"R",3,"R",1,"R",17,"R",4,"R",13,"Z",0,"Z",0,"Z",0
101435,"R",311,"R",143,"R",168,"R",5,"R",1,"R",4,"R",2,"Z",0,"R",2,"R",60,"R",24,"R",36,"R",9,"R",5,"R",4,"Z",0,"Z",0,"Z",0,"R",203,"R",101,"R",102,"R",6,"R",2,"R",4,"R",26,"R",10,"R",16,"Z",0,"Z",0,"Z",0
101453,"R",12,"R",11,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",7,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
101462,"R",158,"R",79,"R",79,"R",1,"R",1,"R",0,"R",3,"R",2,"R",1,"R",76,"R",29,"R",47,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",72,"R",45,"R",27,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101471,"R",448,"R",346,"R",102,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",242,"R",214,"R",28,"R",7,"R",7,"R",0,"R",0,"R",0,"R",0,"R",198,"R",124,"R",74,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101480,"R",1700,"R",610,"R",1090,"R",9,"R",1,"R",8,"R",4,"R",1,"R",3,"R",311,"R",102,"R",209,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1158,"R",413,"R",745,"R",0,"R",0,"R",0,"R",174,"R",73,"R",101,"R",44,"R",20,"R",24
101499,"R",271,"R",144,"R",127,"R",4,"R",3,"R",1,"R",4,"R",4,"Z",0,"R",68,"R",40,"R",28,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",166,"R",73,"R",93,"R",6,"R",2,"R",4,"R",20,"R",20,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",958,"R",310,"R",648,"R",2,"R",0,"R",2,"R",16,"R",4,"R",12,"R",181,"R",44,"R",137,"R",25,"R",5,"R",20,"R",0,"R",0,"R",0,"R",695,"R",241,"R",454,"R",24,"R",9,"R",15,"R",1,"R",1,"R",0,"R",14,"R",6,"R",8
101514,"R",1348,"R",624,"R",724,"R",25,"R",10,"R",15,"R",38,"R",17,"R",21,"R",187,"R",83,"R",104,"R",59,"R",24,"R",35,"Z",0,"Z",0,"Z",0,"R",954,"R",454,"R",500,"R",54,"R",20,"R",34,"R",18,"R",12,"R",6,"R",13,"R",4,"R",9
101541,"R",56,"R",1,"R",55,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",16,"Z",0,"R",16,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",37,"R",0,"R",37,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
101569,"R",491,"R",277,"R",214,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",344,"R",173,"R",171,"R",4,"R",4,"R",0,"R",1,"R",0,"R",1,"R",131,"R",94,"R",37,"R",4,"R",3,"R",1,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0
101587,"R",1038,"R",246,"R",792,"R",9,"R",2,"R",7,"Z",0,"Z",0,"Z",0,"R",304,"R",64,"R",240,"R",13,"R",2,"R",11,"Z",0,"Z",0,"Z",0,"R",597,"R",137,"R",460,"R",10,"R",3,"R",7,"R",42,"R",7,"R",35,"R",63,"R",31,"R",32
101602,"R",466,"R",208,"R",258,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",94,"R",28,"R",66,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0,"R",355,"R",169,"R",186,"R",8,"R",6,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101648,"R",102,"R",83,"R",19,"R",1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",23,"R",18,"R",5,"R",7,"R",5,"R",2,"R",0,"R",0,"R",0,"R",64,"R",54,"R",10,"R",3,"R",3,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
101675,"R",222,"R",95,"R",127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",211,"R",90,"R",121,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",1,"R",1,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0
101693,"R",298,"R",108,"R",190,"R",5,"R",0,"R",5,"R",2,"R",1,"R",1,"R",51,"R",10,"R",41,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",203,"R",80,"R",123,"R",3,"R",1,"R",2,"R",12,"R",2,"R",10,"R",18,"R",12,"R",6
101709,"R",678,"R",210,"R",468,"R",8,"R",1,"R",7,"R",3,"R",0,"R",3,"R",79,"R",33,"R",46,"R",18,"R",7,"R",11,"R",0,"R",0,"R",0,"R",510,"R",145,"R",365,"R",0,"R",0,"R",0,"R",52,"R",19,"R",33,"R",8,"R",5,"R",3
101736,"R",709,"R",315,"R",394,"R",7,"R",3,"R",4,"R",1,"R",0,"R",1,"R",72,"R",23,"R",49,"R",32,"R",13,"R",19,"R",0,"R",0,"R",0,"R",585,"R",271,"R",314,"R",3,"R",2,"R",1,"R",7,"R",2,"R",5,"R",2,"R",1,"R",1
101879,"R",1420,"R",535,"R",885,"R",18,"R",5,"R",13,"R",7,"R",1,"R",6,"R",153,"R",58,"R",95,"R",28,"R",17,"R",11,"R",0,"R",0,"R",0,"R",1062,"R",385,"R",677,"R",27,"R",7,"R",20,"R",44,"R",18,"R",26,"R",81,"R",44,"R",37
101897,"R",640,"R",324,"R",316,"R",21,"R",11,"R",10,"R",2,"R",0,"R",2,"R",12,"R",6,"R",6,"R",31,"R",13,"R",18,"R",0,"R",0,"R",0,"R",568,"R",289,"R",279,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0
101912,"R",384,"R",137,"R",247,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",331,"R",120,"R",211,"R",15,"R",5,"R",10,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",26,"R",11,"R",15
101949,"R",283,"R",125,"R",158,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",102,"R",41,"R",61,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",170,"R",80,"R",90,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
101994,"R",166,"R",50,"R",116,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",81,"R",16,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",80,"R",31,"R",49,"R",2,"R",1,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
102030,"R",573,"R",299,"R",274,"R",4,"R",2,"R",2,"R",9,"R",6,"R",3,"R",393,"R",207,"R",186,"R",5,"R",3,"R",2,"R",2,"R",2,"R",0,"R",147,"R",74,"R",73,"R",7,"R",2,"R",5,"R",3,"R",1,"R",2,"R",3,"R",2,"R",1
102049,"R",1543,"R",573,"R",970,"R",8,"R",2,"R",6,"R",37,"R",10,"R",27,"R",126,"R",42,"R",84,"R",68,"R",28,"R",40,"R",0,"R",0,"R",0,"R",1200,"R",443,"R",757,"R",18,"R",7,"R",11,"R",27,"R",8,"R",19,"R",59,"R",33,"R",26
102058,"R",26,"R",11,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26,"R",11,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102067,"R",657,"R",280,"R",377,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",221,"R",76,"R",145,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",383,"R",181,"R",202,"R",9,"R",2,"R",7,"R",35,"R",19,"R",16,"R",0,"R",0,"R",0
102076,"R",537,"R",193,"R",344,"R",12,"R",7,"R",5,"R",8,"R",4,"R",4,"R",31,"R",11,"R",20,"R",56,"R",19,"R",37,"R",1,"R",0,"R",1,"R",410,"R",143,"R",267,"R",0,"R",0,"R",0,"R",9,"R",6,"R",3,"R",10,"R",3,"R",7
102094,"R",3716,"R",1251,"R",2465,"R",30,"R",9,"R",21,"R",110,"R",40,"R",70,"R",623,"R",187,"R",436,"R",99,"R",30,"R",69,"R",6,"R",3,"R",3,"R",2452,"R",769,"R",1683,"R",85,"R",27,"R",58,"R",85,"R",23,"R",62,"R",226,"R",163,"R",63
102234,"R",263,"R",101,"R",162,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",28,"R",10,"R",18,"R",17,"R",6,"R",11,"R",0,"R",0,"R",0,"R",197,"R",74,"R",123,"R",4,"R",1,"R",3,"R",11,"R",5,"R",6,"R",5,"R",5,"R",0
102270,"R",104,"R",42,"R",62,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99,"R",40,"R",59,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102298,"R",102,"R",46,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",89,"R",43,"R",46,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3
102313,"R",352,"R",196,"R",156,"Z",0,"Z",0,"Z",0,"R",9,"R",8,"R",1,"R",194,"R",94,"R",100,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",146,"R",94,"R",52,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
102368,"R",3760,"R",1328,"R",2432,"R",30,"R",17,"R",13,"R",32,"R",19,"R",13,"R",1202,"R",319,"R",883,"R",150,"R",71,"R",79,"R",1,"R",0,"R",1,"R",1885,"R",712,"R",1173,"R",102,"R",37,"R",65,"R",185,"R",66,"R",119,"R",173,"R",87,"R",86
102377,"R",639,"R",244,"R",395,"R",11,"R",10,"R",1,"R",9,"R",5,"R",4,"R",456,"R",153,"R",303,"R",13,"R",4,"R",9,"R",0,"R",0,"R",0,"R",17,"R",8,"R",9,"R",13,"R",1,"R",12,"R",120,"R",63,"R",57,"R",0,"R",0,"R",0
102395,"R",97,"R",62,"R",35,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",12,"R",9,"R",3,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",63,"R",39,"R",24,"R",2,"R",1,"R",1,"R",12,"R",8,"R",4,"Z",0,"Z",0,"Z",0
102429,"R",779,"R",397,"R",382,"R",3,"R",1,"R",2,"R",3,"R",0,"R",3,"R",137,"R",73,"R",64,"R",19,"R",10,"R",9,"R",0,"R",0,"R",0,"R",588,"R",289,"R",299,"R",4,"R",1,"R",3,"R",24,"R",22,"R",2,"R",1,"R",1,"R",0
102553,"R",2460,"R",979,"R",1481,"R",114,"R",35,"R",79,"R",151,"R",57,"R",94,"R",75,"R",31,"R",44,"R",162,"R",58,"R",104,"R",15,"R",7,"R",8,"R",1589,"R",658,"R",931,"R",228,"R",79,"R",149,"R",86,"R",40,"R",46,"R",40,"R",14,"R",26
102580,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102614,"R",1421,"R",643,"R",778,"R",173,"R",60,"R",113,"R",23,"R",6,"R",17,"R",34,"R",19,"R",15,"R",65,"R",29,"R",36,"R",8,"R",1,"R",7,"R",710,"R",336,"R",374,"R",82,"R",33,"R",49,"R",286,"R",130,"R",156,"R",40,"R",29,"R",11
102632,"R",519,"R",147,"R",372,"R",53,"R",16,"R",37,"R",16,"R",3,"R",13,"R",8,"R",5,"R",3,"R",26,"R",6,"R",20,"R",8,"R",1,"R",7,"R",303,"R",85,"R",218,"R",25,"R",8,"R",17,"R",76,"R",23,"R",53,"R",4,"R",0,"R",4
102669,"R",129,"R",38,"R",91,"R",15,"R",2,"R",13,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",84,"R",26,"R",58,"R",12,"R",4,"R",8,"R",13,"R",5,"R",8,"Z",0,"Z",0,"Z",0
102711,"R",244,"R",199,"R",45,"R",97,"R",75,"R",22,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0,"R",9,"R",6,"R",3,"R",0,"R",0,"R",0,"R",101,"R",87,"R",14,"R",20,"R",16,"R",4,"R",14,"R",12,"R",2,"R",0,"R",0,"R",0
102845,"R",1576,"R",342,"R",1234,"R",81,"R",19,"R",62,"R",4,"R",1,"R",3,"R",82,"R",23,"R",59,"R",445,"R",58,"R",387,"R",71,"R",19,"R",52,"R",736,"R",193,"R",543,"R",70,"R",15,"R",55,"R",87,"R",14,"R",73,"R",0,"R",0,"R",0
103501,"R",311,"R",57,"R",254,"R",46,"R",3,"R",43,"R",70,"R",17,"R",53,"R",29,"R",8,"R",21,"R",34,"R",8,"R",26,"R",0,"R",0,"R",0,"R",127,"R",21,"R",106,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1
103741,"R",42,"R",1,"R",41,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",23,"R",1,"R",22,"R",1,"R",0,"R",1,"R",9,"R",0,"R",9,"R",2,"R",0,"R",2,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0
103778,"R",111,"R",62,"R",49,"R",1,"R",1,"Z",0,"R",6,"R",1,"R",5,"R",7,"R",2,"R",5,"R",15,"R",9,"R",6,"Z",0,"Z",0,"Z",0,"R",44,"R",27,"R",17,"R",3,"R",2,"R",1,"R",2,"R",2,"Z",0,"R",33,"R",18,"R",15
103811,"R",707,"R",617,"R",90,"R",8,"R",6,"R",2,"R",6,"R",6,"R",0,"R",187,"R",159,"R",28,"R",119,"R",112,"R",7,"R",17,"R",17,"R",0,"R",311,"R",264,"R",47,"R",57,"R",51,"R",6,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0
103893,"R",521,"R",56,"R",465,"R",35,"R",4,"R",31,"R",5,"R",1,"R",4,"R",34,"R",2,"R",32,"R",291,"R",33,"R",258,"R",4,"R",0,"R",4,"R",136,"R",13,"R",123,"R",9,"R",2,"R",7,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0
103909,"R",448,"R",58,"R",390,"R",65,"R",2,"R",63,"R",7,"R",3,"R",4,"R",24,"R",4,"R",20,"R",168,"R",28,"R",140,"R",3,"R",1,"R",2,"R",174,"R",19,"R",155,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103927,"R",231,"R",25,"R",206,"R",11,"R",0,"R",11,"R",1,"R",0,"R",1,"R",6,"R",1,"R",5,"R",157,"R",21,"R",136,"R",0,"R",0,"R",0,"R",50,"R",3,"R",47,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
103945,"R",31,"R",3,"R",28,"R",21,"R",1,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103954,"R",38,"R",2,"R",36,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",18,"R",0,"R",18,"R",0,"R",0,"R",0,"R",13,"R",1,"R",12,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103963,"R",493,"R",457,"R",36,"R",82,"R",62,"R",20,"R",2,"R",1,"R",1,"R",29,"R",29,"R",0,"R",159,"R",154,"R",5,"R",2,"R",2,"R",0,"R",210,"R",200,"R",10,"R",0,"R",0,"R",0,"R",9,"R",9,"R",0,"R",0,"R",0,"R",0
104090,"R",557,"R",92,"R",465,"R",28,"R",3,"R",25,"R",19,"R",6,"R",13,"R",87,"R",16,"R",71,"R",182,"R",29,"R",153,"R",6,"R",1,"R",5,"R",211,"R",33,"R",178,"R",19,"R",4,"R",15,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0
104151,"R",12277,"R",6854,"R",5423,"R",119,"R",57,"R",62,"R",812,"R",433,"R",379,"R",360,"R",190,"R",170,"R",1930,"R",952,"R",978,"R",17,"R",8,"R",9,"R",6156,"R",3390,"R",2766,"R",408,"R",206,"R",202,"R",88,"R",50,"R",38,"R",2387,"R",1568,"R",819
104160,"R",1396,"R",744,"R",652,"R",20,"R",13,"R",7,"R",12,"R",6,"R",6,"R",85,"R",74,"R",11,"R",812,"R",376,"R",436,"R",3,"R",2,"R",1,"R",352,"R",219,"R",133,"R",17,"R",8,"R",9,"R",45,"R",29,"R",16,"R",50,"R",17,"R",33
104179,"R",9602,"R",4440,"R",5162,"R",83,"R",31,"R",52,"R",546,"R",248,"R",298,"R",322,"R",150,"R",172,"R",2010,"R",810,"R",1200,"R",22,"R",11,"R",11,"R",5076,"R",2348,"R",2728,"R",360,"R",153,"R",207,"R",282,"R",139,"R",143,"R",901,"R",550,"R",351
104188,"R",22,"R",11,"R",11,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0,"R",12,"R",7,"R",5,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
104346,"R",799,"R",336,"R",463,"R",35,"R",17,"R",18,"R",13,"R",6,"R",7,"R",52,"R",24,"R",28,"R",200,"R",83,"R",117,"R",3,"R",2,"R",1,"R",388,"R",161,"R",227,"R",20,"R",11,"R",9,"R",88,"R",32,"R",56,"R",0,"R",0,"R",0
104364,"R",127,"R",59,"R",68,"R",6,"R",1,"R",5,"R",1,"R",0,"R",1,"R",15,"R",11,"R",4,"R",58,"R",29,"R",29,"R",0,"R",0,"R",0,"R",46,"R",18,"R",28,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
104391,"R",26,"R",3,"R",23,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",3,"R",2,"R",1,"R",1,"R",17,"R",1,"R",16,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
104425,"R",1661,"R",993,"R",668,"R",8,"R",6,"R",2,"R",52,"R",42,"R",10,"R",120,"R",78,"R",42,"R",445,"R",201,"R",244,"R",8,"R",5,"R",3,"R",932,"R",608,"R",324,"R",66,"R",37,"R",29,"R",26,"R",15,"R",11,"R",4,"R",1,"R",3
104434,"R",21,"R",1,"R",20,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
