UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN    
100654,"R",729,"R",241,"R",488,"R",3,"R",0,"R",3,"R",2,"R",1,"R",1,"R",570,"R",189,"R",381,"R",12,"R",8,"R",4,"R",0,"R",0,"R",0,"R",25,"R",8,"R",17,"R",11,"R",3,"R",8,"R",82,"R",21,"R",61,"R",24,"R",11,"R",13,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
100663,"R",6356,"R",2273,"R",4083,"R",12,"R",3,"R",9,"R",408,"R",157,"R",251,"R",1184,"R",313,"R",871,"R",265,"R",90,"R",175,"R",3,"R",2,"R",1,"R",3632,"R",1251,"R",2381,"R",180,"R",71,"R",109,"R",189,"R",79,"R",110,"R",483,"R",307,"R",176,"R",2,"A",,"R",2,"R",0,"A",,"R",0,"R",2,"A",,"R",2,"R",6354
100690,"R",171,"R",77,"R",94,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",94,"R",26,"R",68,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",62,"R",42,"R",20,"Z",0,"Z",0,"Z",0,"R",9,"R",5,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",171
100706,"R",2288,"R",1202,"R",1086,"R",18,"R",8,"R",10,"R",89,"R",45,"R",44,"R",171,"R",57,"R",114,"R",103,"R",56,"R",47,"R",3,"R",2,"R",1,"R",1606,"R",871,"R",735,"R",73,"R",42,"R",31,"R",112,"R",53,"R",59,"R",113,"R",68,"R",45,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
100724,"R",598,"R",202,"R",396,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1,"R",505,"R",162,"R",343,"R",9,"R",6,"R",3,"R",0,"R",0,"R",0,"R",51,"R",16,"R",35,"R",13,"R",7,"R",6,"R",3,"R",2,"R",1,"R",14,"R",8,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",598
100751,"R",8929,"R",3573,"R",5356,"R",36,"R",12,"R",24,"R",135,"R",47,"R",88,"R",869,"R",232,"R",637,"R",406,"R",156,"R",250,"R",3,"R",2,"R",1,"R",6838,"R",2802,"R",4036,"R",274,"R",91,"R",183,"R",58,"R",22,"R",36,"R",310,"R",209,"R",101,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",8929
100760,"R",232,"R",69,"R",163,"R",2,"R",2,"R",0,"R",1,"R",0,"R",1,"R",36,"R",7,"R",29,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",178,"R",52,"R",126,"R",6,"R",4,"R",2,"R",2,"R",1,"R",1,"R",2,"R",0,"R",2,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",232
100812,"R",837,"R",254,"R",583,"R",9,"R",2,"R",7,"R",6,"R",2,"R",4,"R",135,"R",33,"R",102,"R",38,"R",9,"R",29,"R",1,"Z",0,"R",1,"R",608,"R",188,"R",420,"R",22,"R",9,"R",13,"R",14,"R",8,"R",6,"R",4,"R",3,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",837
100830,"R",1256,"R",538,"R",718,"R",4,"R",0,"R",4,"R",25,"R",12,"R",13,"R",385,"R",97,"R",288,"R",11,"R",1,"R",10,"R",0,"R",0,"R",0,"R",465,"R",181,"R",284,"R",19,"R",10,"R",9,"R",23,"R",10,"R",13,"R",324,"R",227,"R",97,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1256
100858,"R",7764,"R",3769,"R",3995,"R",22,"R",12,"R",10,"R",198,"R",97,"R",101,"R",357,"R",134,"R",223,"R",268,"R",128,"R",140,"R",5,"R",1,"R",4,"R",6116,"R",2887,"R",3229,"R",179,"R",90,"R",89,"R",25,"R",19,"R",6,"R",594,"R",401,"R",193,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",7764
100937,"R",273,"R",131,"R",142,"R",1,"R",1,"Z",0,"R",6,"R",2,"R",4,"R",35,"R",18,"R",17,"R",9,"R",5,"R",4,"Z",0,"Z",0,"Z",0,"R",217,"R",105,"R",112,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",273
101028,"R",380,"R",136,"R",244,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",140,"R",40,"R",100,"R",10,"R",5,"R",5,"R",1,"Z",0,"R",1,"R",171,"R",68,"R",103,"R",38,"R",11,"R",27,"R",17,"R",10,"R",7,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",380
101116,"R",96,"R",16,"R",80,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",56,"R",5,"R",51,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",33,"R",9,"R",24,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",96
101143,"R",339,"R",187,"R",152,"R",1,"R",1,"R",0,"R",7,"R",4,"R",3,"R",64,"R",24,"R",40,"R",15,"R",9,"R",6,"R",0,"R",0,"R",0,"R",211,"R",124,"R",87,"R",13,"R",7,"R",6,"R",26,"R",16,"R",10,"R",2,"R",2,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",339
101161,"R",1360,"R",554,"R",806,"R",16,"R",6,"R",10,"R",14,"R",5,"R",9,"R",283,"R",105,"R",178,"R",41,"R",21,"R",20,"R",2,"R",1,"R",1,"R",930,"R",380,"R",550,"R",49,"R",25,"R",24,"R",24,"R",10,"R",14,"R",1,"R",1,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1360
101189,"R",802,"R",276,"R",526,"R",4,"R",2,"R",2,"R",12,"R",1,"R",11,"R",321,"R",87,"R",234,"R",25,"R",15,"R",10,"R",1,"Z",0,"R",1,"R",400,"R",150,"R",250,"R",15,"R",6,"R",9,"R",12,"R",5,"R",7,"R",12,"R",10,"R",2,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",802
101240,"R",1146,"R",483,"R",663,"R",4,"R",4,"R",0,"R",5,"R",4,"R",1,"R",188,"R",62,"R",126,"R",70,"R",33,"R",37,"R",2,"R",2,"R",0,"R",812,"R",349,"R",463,"R",36,"R",16,"R",20,"R",7,"R",2,"R",5,"R",22,"R",11,"R",11,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
101277,"R",40,"R",1,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",28,"R",1,"R",27,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",40
101286,"R",727,"R",221,"R",506,"R",2,"Z",0,"R",2,"R",8,"R",2,"R",6,"R",220,"R",48,"R",172,"R",41,"R",15,"R",26,"R",2,"Z",0,"R",2,"R",412,"R",141,"R",271,"R",29,"R",6,"R",23,"R",11,"R",8,"R",3,"R",2,"R",1,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",727
101295,"R",1625,"R",623,"R",1002,"R",9,"R",5,"R",4,"R",7,"R",3,"R",4,"R",111,"R",28,"R",83,"R",143,"R",58,"R",85,"R",2,"R",2,"R",0,"R",1287,"R",502,"R",785,"R",50,"R",19,"R",31,"R",6,"R",0,"R",6,"R",10,"R",6,"R",4,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",1625
101301,"R",310,"R",92,"R",218,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"R",4,"R",238,"R",65,"R",173,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",54,"R",20,"R",34,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"S",,"S",,"Z",0,"A",,"Z",0,"R",0,"S",,"S",,"S",.
101365,"R",250,"R",97,"R",153,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",138,"R",28,"R",110,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",95,"R",65,"R",30,"R",5,"R",2,"R",3,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",250
101435,"R",178,"R",87,"R",91,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",29,"R",12,"R",17,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"R",126,"R",60,"R",66,"R",7,"R",6,"R",1,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",178
101453,"R",25,"R",23,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",21,"R",20,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",25
101462,"R",137,"R",41,"R",96,"R",1,"R",1,"Z",0,"R",2,"R",1,"R",1,"R",89,"R",18,"R",71,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",33,"R",14,"R",19,"R",4,"R",1,"R",3,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",137
101471,"R",685,"R",576,"R",109,"R",2,"R",2,"R",0,"R",2,"R",2,"R",0,"R",354,"R",327,"R",27,"R",16,"R",13,"R",3,"R",3,"R",3,"R",0,"R",305,"R",227,"R",78,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",685
101480,"R",2008,"R",732,"R",1276,"R",12,"R",3,"R",9,"R",15,"R",5,"R",10,"R",372,"R",132,"R",240,"R",87,"R",31,"R",56,"R",2,"R",0,"R",2,"R",1407,"R",505,"R",902,"R",52,"R",23,"R",29,"R",13,"R",8,"R",5,"R",48,"R",25,"R",23,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2008
101505,"R",1107,"R",389,"R",718,"R",5,"R",1,"R",4,"R",29,"R",14,"R",15,"R",233,"R",53,"R",180,"R",58,"R",24,"R",34,"R",1,"R",0,"R",1,"R",717,"R",263,"R",454,"R",21,"R",10,"R",11,"R",21,"R",12,"R",9,"R",22,"R",12,"R",10,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",1107
101514,"R",2397,"R",1107,"R",1290,"R",39,"R",23,"R",16,"R",78,"R",29,"R",49,"R",288,"R",110,"R",178,"R",175,"R",74,"R",101,"R",3,"R",1,"R",2,"R",1638,"R",772,"R",866,"R",97,"R",52,"R",45,"R",60,"R",38,"R",22,"R",19,"R",8,"R",11,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",2397
101569,"R",480,"R",212,"R",268,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",359,"R",138,"R",221,"R",30,"R",18,"R",12,"R",0,"R",0,"R",0,"R",81,"R",53,"R",28,"R",7,"R",2,"R",5,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",480
101587,"R",1646,"R",349,"R",1297,"R",8,"R",1,"R",7,"R",3,"R",0,"R",3,"R",413,"R",93,"R",320,"R",28,"R",6,"R",22,"R",0,"R",0,"R",0,"R",965,"R",197,"R",768,"R",29,"R",7,"R",22,"R",182,"R",35,"R",147,"R",18,"R",10,"R",8,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1646
101602,"R",522,"R",245,"R",277,"R",1,"R",1,"R",0,"R",4,"R",3,"R",1,"R",94,"R",29,"R",65,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",388,"R",194,"R",194,"R",31,"R",15,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",522
101648,"R",81,"R",63,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15,"R",12,"R",3,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",55,"R",41,"R",14,"R",4,"R",4,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",81
101675,"R",145,"R",66,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",136,"R",57,"R",79,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",145
101693,"R",349,"R",108,"R",241,"R",8,"R",0,"R",8,"R",2,"R",1,"R",1,"R",38,"R",17,"R",21,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",213,"R",60,"R",153,"R",1,"R",0,"R",1,"R",77,"R",24,"R",53,"R",7,"R",6,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",349
101709,"R",605,"R",204,"R",401,"R",2,"R",2,"R",0,"R",6,"R",1,"R",5,"R",103,"R",30,"R",73,"R",28,"R",10,"R",18,"R",1,"R",0,"R",1,"R",416,"R",138,"R",278,"R",22,"R",9,"R",13,"R",9,"R",2,"R",7,"R",18,"R",12,"R",6,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
101736,"R",864,"R",392,"R",472,"R",8,"R",4,"R",4,"R",8,"R",1,"R",7,"R",69,"R",27,"R",42,"R",75,"R",39,"R",36,"R",2,"R",2,"R",0,"R",666,"R",301,"R",365,"R",21,"R",10,"R",11,"R",11,"R",5,"R",6,"R",4,"R",3,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",864
101879,"R",2145,"R",657,"R",1488,"R",12,"R",3,"R",9,"R",57,"R",19,"R",38,"R",240,"R",67,"R",173,"R",70,"R",24,"R",46,"R",2,"R",0,"R",2,"R",1586,"R",473,"R",1113,"R",53,"R",17,"R",36,"R",16,"R",3,"R",13,"R",109,"R",51,"R",58,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2145
101897,"R",882,"R",318,"R",564,"R",29,"R",13,"R",16,"R",5,"R",1,"R",4,"R",12,"R",6,"R",6,"R",127,"R",45,"R",82,"R",0,"R",0,"R",0,"R",656,"R",231,"R",425,"R",33,"R",15,"R",18,"R",18,"R",6,"R",12,"R",2,"R",1,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",882
101912,"R",194,"R",68,"R",126,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",153,"R",50,"R",103,"R",13,"R",7,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",22,"R",9,"R",13,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",194
101994,"R",136,"R",55,"R",81,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",84,"R",24,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49,"R",30,"R",19,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",136
102030,"R",772,"R",418,"R",354,"R",7,"R",2,"R",5,"R",6,"R",4,"R",2,"R",482,"R",241,"R",241,"R",15,"R",11,"R",4,"R",1,"R",0,"R",1,"R",223,"R",139,"R",84,"R",24,"R",12,"R",12,"R",8,"R",4,"R",4,"R",6,"R",5,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",772
102049,"R",1572,"R",487,"R",1085,"R",1,"R",0,"R",1,"R",35,"R",8,"R",27,"R",146,"R",45,"R",101,"R",62,"R",24,"R",38,"R",1,"R",0,"R",1,"R",1253,"R",391,"R",862,"R",28,"R",9,"R",19,"R",29,"R",2,"R",27,"R",17,"R",8,"R",9,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1572
102058,"R",15,"R",10,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15,"R",10,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",15
102067,"R",800,"R",334,"R",466,"R",1,"R",1,"R",0,"R",5,"R",0,"R",5,"R",269,"R",77,"R",192,"R",30,"R",15,"R",15,"R",0,"R",0,"R",0,"R",467,"R",231,"R",236,"R",21,"R",8,"R",13,"R",4,"R",0,"R",4,"R",3,"R",2,"R",1,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",800
102076,"R",443,"R",178,"R",265,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",22,"R",5,"R",17,"R",78,"R",30,"R",48,"R",0,"R",0,"R",0,"R",320,"R",134,"R",186,"R",10,"R",3,"R",7,"R",5,"R",3,"R",2,"R",5,"R",2,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",443
102094,"R",3549,"R",1001,"R",2548,"R",23,"R",9,"R",14,"R",150,"R",51,"R",99,"R",682,"R",146,"R",536,"R",161,"R",48,"R",113,"R",3,"R",2,"R",1,"R",2247,"R",666,"R",1581,"R",150,"R",32,"R",118,"R",78,"R",20,"R",58,"R",55,"R",27,"R",28,"R",5,"A",,"R",5,"R",3,"A",,"R",3,"R",8,"A",,"R",8,"R",3541
102234,"R",282,"R",109,"R",173,"R",1,"R",1,"Z",0,"R",8,"R",3,"R",5,"R",35,"R",9,"R",26,"R",16,"R",8,"R",8,"R",3,"R",1,"R",2,"R",182,"R",68,"R",114,"R",4,"Z",0,"R",4,"R",21,"R",8,"R",13,"R",12,"R",11,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",282
102270,"R",94,"R",37,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",85,"R",34,"R",51,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",94
102298,"R",148,"R",52,"R",96,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126,"R",39,"R",87,"R",5,"R",4,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"R",11,"R",7,"R",4,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",148
102313,"R",250,"R",109,"R",141,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"R",169,"R",63,"R",106,"R",6,"R",5,"R",1,"R",1,"Z",0,"R",1,"R",67,"R",36,"R",31,"R",1,"R",1,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",250
102368,"R",3491,"R",1184,"R",2307,"R",9,"R",4,"R",5,"R",31,"R",15,"R",16,"R",992,"R",254,"R",738,"R",183,"R",70,"R",113,"R",5,"R",2,"R",3,"R",1815,"R",652,"R",1163,"R",139,"R",45,"R",94,"R",199,"R",84,"R",115,"R",118,"R",58,"R",60,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",3491
102377,"R",547,"R",195,"R",352,"R",7,"R",2,"R",5,"R",9,"R",4,"R",5,"R",447,"R",151,"R",296,"R",8,"R",3,"R",5,"R",1,"R",0,"R",1,"R",16,"R",8,"R",8,"R",18,"R",11,"R",7,"R",41,"R",16,"R",25,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",547
102395,"R",46,"R",38,"R",8,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",10,"R",9,"R",1,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0,"R",25,"R",20,"R",5,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",46
102429,"R",1015,"R",478,"R",537,"R",3,"R",3,"Z",0,"R",10,"R",4,"R",6,"R",243,"R",121,"R",122,"R",25,"R",11,"R",14,"Z",0,"Z",0,"Z",0,"R",694,"R",315,"R",379,"R",31,"R",19,"R",12,"R",8,"R",5,"R",3,"R",1,"Z",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1015
102553,"R",1625,"R",588,"R",1037,"R",60,"R",19,"R",41,"R",140,"R",49,"R",91,"R",41,"R",15,"R",26,"R",148,"R",42,"R",106,"R",8,"R",0,"R",8,"R",935,"R",354,"R",581,"R",182,"R",61,"R",121,"R",74,"R",31,"R",43,"R",37,"R",17,"R",20,"R",15,"A",,"R",15,"R",0,"A",,"R",0,"R",15,"A",,"R",15,"R",1610
102580,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",4
102614,"R",1037,"R",417,"R",620,"R",117,"R",29,"R",88,"R",27,"R",10,"R",17,"R",30,"R",13,"R",17,"R",69,"R",26,"R",43,"R",3,"R",1,"R",2,"R",615,"R",263,"R",352,"R",80,"R",27,"R",53,"R",74,"R",35,"R",39,"R",22,"R",13,"R",9,"R",4,"A",,"R",4,"R",0,"A",,"R",0,"R",4,"A",,"R",4,"R",1033
102632,"R",448,"R",155,"R",293,"R",32,"R",7,"R",25,"R",34,"R",6,"R",28,"R",1,"R",0,"R",1,"R",38,"R",13,"R",25,"R",1,"R",1,"R",0,"R",275,"R",98,"R",177,"R",33,"R",16,"R",17,"R",28,"R",12,"R",16,"R",6,"R",2,"R",4,"R",11,"A",,"R",11,"R",2,"A",,"R",2,"R",13,"A",,"R",13,"R",435
102669,"R",170,"R",42,"R",128,"R",44,"R",12,"R",32,"R",1,"R",1,"R",0,"R",6,"R",1,"R",5,"R",17,"R",3,"R",14,"R",1,"Z",0,"R",1,"R",48,"R",12,"R",36,"R",23,"R",7,"R",16,"R",30,"R",6,"R",24,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",170
102711,"R",94,"R",69,"R",25,"R",29,"R",17,"R",12,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",42,"R",32,"R",10,"R",14,"R",12,"R",2,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",0,"S",,"S",,"R",0,"A",,"R",0,"R",0,"S",,"S",,"S",.
102845,"R",1185,"R",325,"R",860,"R",111,"R",16,"R",95,"R",40,"R",8,"R",32,"R",73,"R",26,"R",47,"R",199,"R",60,"R",139,"R",33,"R",10,"R",23,"R",567,"R",171,"R",396,"R",92,"R",24,"R",68,"R",60,"R",9,"R",51,"R",10,"R",1,"R",9,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1185
103501,"R",157,"R",19,"R",138,"R",34,"R",2,"R",32,"R",21,"R",2,"R",19,"R",11,"R",2,"R",9,"R",16,"R",4,"R",12,"R",2,"R",0,"R",2,"R",60,"R",7,"R",53,"R",9,"R",1,"R",8,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",157
103741,"R",126,"R",4,"R",122,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",58,"R",0,"R",58,"R",0,"R",0,"R",0,"R",42,"R",4,"R",38,"R",11,"R",0,"R",11,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",126
103893,"R",724,"R",133,"R",591,"R",35,"R",0,"R",35,"R",17,"R",1,"R",16,"R",52,"R",12,"R",40,"R",423,"R",83,"R",340,"R",2,"R",0,"R",2,"R",125,"R",20,"R",105,"R",6,"R",1,"R",5,"R",54,"R",14,"R",40,"R",10,"R",2,"R",8,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",724
