UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN    
112190,"R",3139,"R",1042,"R",2097,"R",4,"R",2,"R",2,"R",1371,"R",398,"R",973,"R",178,"R",60,"R",118,"R",732,"R",235,"R",497,"R",9,"R",3,"R",6,"R",508,"R",215,"R",293,"R",113,"R",49,"R",64,"R",136,"R",52,"R",84,"R",88,"R",28,"R",60,"R",72,"R",20,"R",92,"R",0,"R",0,"R",0,"R",72,"R",20,"R",92,"R",3047
112251,"R",499,"R",175,"R",324,"R",3,"R",1,"R",2,"R",65,"R",24,"R",41,"R",40,"R",13,"R",27,"R",101,"R",27,"R",74,"Z",0,"Z",0,"Z",0,"R",147,"R",50,"R",97,"R",2,"R",1,"R",1,"R",33,"R",11,"R",22,"R",108,"R",48,"R",60,"Z",0,"A",,"Z",0,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"R",497
112260,"R",326,"R",150,"R",176,"R",1,"R",1,"R",0,"R",53,"R",23,"R",30,"R",15,"R",5,"R",10,"R",50,"R",19,"R",31,"R",1,"R",1,"R",0,"R",118,"R",60,"R",58,"R",24,"R",11,"R",13,"R",15,"R",7,"R",8,"R",49,"R",23,"R",26,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",326
112288,"R",305,"R",10,"R",295,"R",5,"R",0,"R",5,"R",1,"R",0,"R",1,"R",6,"R",0,"R",6,"R",244,"R",9,"R",235,"R",2,"R",0,"R",2,"R",44,"R",1,"R",43,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",305
112367,"R",134,"R",19,"R",115,"R",1,"Z",0,"R",1,"R",14,"R",3,"R",11,"R",12,"Z",0,"R",12,"R",72,"R",10,"R",62,"R",6,"R",2,"R",4,"R",26,"R",3,"R",23,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",134
112385,"R",1212,"R",769,"R",443,"R",8,"R",6,"R",2,"R",172,"R",86,"R",86,"R",165,"R",117,"R",48,"R",380,"R",242,"R",138,"R",12,"R",5,"R",7,"R",384,"R",256,"R",128,"R",62,"R",40,"R",22,"R",20,"R",16,"R",4,"R",9,"R",1,"R",8,"R",16,"S",,"S",,"R",0,"R",0,"R",0,"R",16,"S",,"S",,"S",.
112394,"R",88,"R",63,"R",25,"R",1,"Z",0,"R",1,"R",17,"R",12,"R",5,"R",4,"R",2,"R",2,"R",13,"R",10,"R",3,"Z",0,"Z",0,"Z",0,"R",37,"R",26,"R",11,"R",4,"R",4,"Z",0,"R",11,"R",8,"R",3,"R",1,"R",1,"R",0,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,"R",6,"R",82
112455,"R",96,"R",17,"R",79,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",7,"Z",0,"R",7,"R",63,"R",12,"R",51,"Z",0,"Z",0,"Z",0,"R",16,"R",3,"R",13,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
112525,"R",1061,"R",368,"R",693,"R",6,"R",2,"R",4,"R",388,"R",140,"R",248,"R",24,"R",5,"R",19,"R",173,"R",42,"R",131,"Z",0,"Z",0,"Z",0,"R",377,"R",140,"R",237,"R",57,"R",22,"R",35,"R",13,"R",6,"R",7,"R",23,"R",11,"R",12,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1061
112561,"R",406,"R",215,"R",191,"R",6,"R",3,"R",3,"R",7,"R",4,"R",3,"R",24,"R",24,"R",0,"R",93,"R",48,"R",45,"R",0,"R",0,"R",0,"R",267,"R",131,"R",136,"R",2,"R",2,"R",0,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0,"R",2,"S",,"S",,"R",0,"S",,"S",,"R",2,"S",,"S",,"S",.
112570,"R",98,"R",56,"R",42,"R",1,"Z",0,"R",1,"R",5,"R",2,"R",3,"R",14,"R",8,"R",6,"R",17,"R",10,"R",7,"Z",0,"Z",0,"Z",0,"R",45,"R",27,"R",18,"R",8,"R",6,"R",2,"R",1,"R",1,"Z",0,"R",7,"R",2,"R",5,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",98
112686,"R",504,"R",168,"R",336,"Z",0,"Z",0,"Z",0,"R",9,"R",4,"R",5,"R",122,"R",44,"R",78,"R",337,"R",114,"R",223,"R",3,"R",1,"R",2,"R",4,"R",2,"R",2,"R",2,"R",1,"R",1,"R",27,"R",2,"R",25,"Z",0,"Z",0,"Z",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",499
112826,"R",731,"R",248,"R",483,"R",1,"Z",0,"R",1,"R",162,"R",63,"R",99,"R",99,"R",30,"R",69,"R",342,"R",107,"R",235,"R",5,"R",1,"R",4,"R",71,"R",28,"R",43,"R",37,"R",14,"R",23,"R",8,"R",4,"R",4,"R",6,"R",1,"R",5,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",730
113096,"R",1361,"R",539,"R",822,"R",4,"R",2,"R",2,"R",446,"R",189,"R",257,"R",88,"R",26,"R",62,"R",356,"R",134,"R",222,"R",20,"R",6,"R",14,"R",299,"R",115,"R",184,"R",89,"R",37,"R",52,"R",51,"R",30,"R",21,"R",8,"Z",0,"R",8,"R",24,"R",0,"R",24,"R",0,"R",0,"R",0,"R",24,"R",0,"R",24,"R",1337
113111,"R",973,"R",468,"R",505,"R",2,"R",1,"R",1,"R",33,"R",16,"R",17,"R",21,"R",11,"R",10,"R",491,"R",232,"R",259,"R",3,"R",1,"R",2,"R",355,"R",176,"R",179,"R",53,"R",24,"R",29,"R",13,"R",5,"R",8,"R",2,"R",2,"Z",0,"R",4,"S",,"S",,"R",0,"R",0,"R",0,"R",4,"S",,"S",,"S",.
113193,"R",2545,"R",1159,"R",1386,"R",12,"R",5,"R",7,"R",101,"R",45,"R",56,"R",73,"R",50,"R",23,"R",799,"R",364,"R",435,"R",5,"R",2,"R",3,"R",1339,"R",583,"R",756,"R",169,"R",81,"R",88,"R",41,"R",25,"R",16,"R",6,"R",4,"R",2,"R",34,"R",0,"R",34,"R",0,"R",0,"R",0,"R",34,"R",0,"R",34,"R",2511
113218,"R",618,"R",214,"R",404,"R",3,"R",0,"R",3,"R",19,"R",8,"R",11,"R",24,"R",10,"R",14,"R",202,"R",75,"R",127,"R",0,"R",0,"R",0,"R",319,"R",104,"R",215,"R",37,"R",10,"R",27,"R",6,"R",2,"R",4,"R",8,"R",5,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",618
113236,"R",1900,"R",853,"R",1047,"R",6,"R",1,"R",5,"R",561,"R",279,"R",282,"R",70,"R",34,"R",36,"R",862,"R",346,"R",516,"R",10,"R",4,"R",6,"R",243,"R",114,"R",129,"R",92,"R",54,"R",38,"R",28,"R",8,"R",20,"R",28,"R",13,"R",15,"R",50,"R",18,"R",68,"R",0,"R",0,"R",0,"R",50,"R",18,"R",68,"R",1832
113333,"R",2189,"R",997,"R",1192,"R",2,"R",1,"R",1,"R",894,"R",396,"R",498,"R",53,"R",23,"R",30,"R",608,"R",263,"R",345,"R",7,"R",5,"R",2,"R",368,"R",183,"R",185,"R",116,"R",60,"R",56,"R",16,"R",10,"R",6,"R",125,"R",56,"R",69,"R",14,"R",18,"R",32,"R",0,"R",0,"R",0,"R",14,"R",18,"R",32,"R",2157
113449,"R",197,"R",47,"R",150,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",6,"R",3,"R",3,"R",149,"R",38,"R",111,"R",0,"R",0,"R",0,"R",33,"R",5,"R",28,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",197
113537,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",7
113573,"R",1373,"R",492,"R",881,"R",8,"R",2,"R",6,"R",55,"R",22,"R",33,"R",29,"R",9,"R",20,"R",998,"R",342,"R",656,"Z",0,"Z",0,"Z",0,"R",222,"R",88,"R",134,"R",31,"R",13,"R",18,"R",9,"R",6,"R",3,"R",21,"R",10,"R",11,"R",1,"S",,"S",,"R",0,"R",0,"R",0,"R",1,"S",,"S",,"S",.
113582,"R",16,"R",3,"R",13,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
113634,"R",2517,"R",1053,"R",1464,"R",10,"R",1,"R",9,"R",563,"R",247,"R",316,"R",100,"R",36,"R",64,"R",646,"R",230,"R",416,"R",12,"R",4,"R",8,"R",767,"R",347,"R",420,"R",197,"R",79,"R",118,"R",70,"R",30,"R",40,"R",152,"R",79,"R",73,"R",79,"R",9,"R",88,"R",0,"R",0,"R",0,"R",79,"R",9,"R",88,"R",2429
113698,"R",831,"R",279,"R",552,"R",2,"R",0,"R",2,"R",149,"R",46,"R",103,"R",15,"R",5,"R",10,"R",147,"R",40,"R",107,"R",1,"R",1,"R",0,"R",169,"R",44,"R",125,"R",29,"R",10,"R",19,"R",17,"R",4,"R",13,"R",302,"R",129,"R",173,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",831
113704,"R",13,"R",11,"R",2,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",6,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",13
113856,"R",3136,"R",1355,"R",1781,"R",2,"Z",0,"R",2,"R",306,"R",146,"R",160,"R",71,"R",38,"R",33,"R",2436,"R",978,"R",1458,"R",2,"R",1,"R",1,"R",133,"R",95,"R",38,"R",33,"R",13,"R",20,"R",122,"R",76,"R",46,"R",31,"R",8,"R",23,"R",16,"R",14,"R",30,"R",0,"R",0,"R",0,"R",16,"R",14,"R",30,"R",3106
113980,"R",2355,"R",982,"R",1373,"R",9,"R",4,"R",5,"R",336,"R",137,"R",199,"R",219,"R",82,"R",137,"R",1203,"R",493,"R",710,"R",2,"Z",0,"R",2,"R",356,"R",166,"R",190,"R",113,"R",44,"R",69,"R",65,"R",29,"R",36,"R",52,"R",27,"R",25,"R",2,"S",,"S",,"R",0,"S",,"S",,"R",2,"S",,"S",,"S",.
114114,"R",44,"R",8,"R",36,"R",0,"R",0,"R",0,"R",13,"R",4,"R",9,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",18,"R",2,"R",16,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",5,"R",2,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",44
114123,"R",35,"R",12,"R",23,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",1,"R",1,"R",0,"R",9,"R",2,"R",7,"R",1,"R",1,"R",0,"R",13,"R",5,"R",8,"R",0,"R",0,"R",0,"R",7,"R",2,"R",5,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",35
114266,"R",765,"R",320,"R",445,"R",1,"Z",0,"R",1,"R",330,"R",156,"R",174,"R",16,"R",3,"R",13,"R",314,"R",115,"R",199,"R",4,"R",1,"R",3,"R",61,"R",27,"R",34,"R",18,"R",8,"R",10,"R",11,"R",6,"R",5,"R",10,"R",4,"R",6,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",764
114354,"R",747,"R",117,"R",630,"R",6,"R",2,"R",4,"R",96,"R",14,"R",82,"R",60,"R",16,"R",44,"R",182,"R",27,"R",155,"R",8,"R",0,"R",8,"R",224,"R",34,"R",190,"R",2,"R",1,"R",1,"R",35,"R",6,"R",29,"R",134,"R",17,"R",117,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",747
114433,"R",226,"R",117,"R",109,"R",7,"R",2,"R",5,"R",13,"R",8,"R",5,"R",25,"R",21,"R",4,"R",46,"R",27,"R",19,"R",3,"Z",0,"R",3,"R",112,"R",44,"R",68,"R",2,"R",2,"Z",0,"R",13,"R",8,"R",5,"R",5,"R",5,"Z",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",221
114460,"R",312,"R",29,"R",283,"R",2,"R",1,"R",1,"R",37,"R",2,"R",35,"R",34,"R",4,"R",30,"R",133,"R",14,"R",119,"R",2,"R",1,"R",1,"R",81,"R",5,"R",76,"R",21,"R",2,"R",19,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",312
114549,"R",436,"R",102,"R",334,"R",8,"R",0,"R",8,"R",20,"R",4,"R",16,"R",75,"R",14,"R",61,"R",51,"R",14,"R",37,"R",0,"R",0,"R",0,"R",231,"R",58,"R",173,"R",19,"R",3,"R",16,"R",29,"R",8,"R",21,"R",3,"R",1,"R",2,"R",0,"A",,"R",0,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
114585,"R",149,"R",38,"R",111,"R",0,"R",0,"Z",0,"R",57,"R",10,"R",47,"R",2,"R",1,"R",1,"R",5,"R",3,"R",2,"R",0,"R",0,"Z",0,"R",66,"R",15,"R",51,"R",2,"R",1,"R",1,"R",1,"R",1,"Z",0,"R",16,"R",7,"R",9,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",149
114637,"R",67,"R",4,"R",63,"Z",0,"Z",0,"Z",0,"R",36,"R",4,"R",32,"R",9,"Z",0,"R",9,"R",16,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",5,"R",0,"R",5,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",67
114716,"R",1303,"R",613,"R",690,"R",2,"R",2,"Z",0,"R",266,"R",96,"R",170,"R",42,"R",25,"R",17,"R",429,"R",214,"R",215,"R",13,"R",10,"R",3,"R",420,"R",206,"R",214,"R",79,"R",38,"R",41,"R",13,"R",5,"R",8,"R",39,"R",17,"R",22,"R",11,"S",,"S",,"R",0,"R",0,"R",0,"R",11,"S",,"S",,"S",.
114734,"R",11,"R",7,"R",4,"R",1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
114761,"R",82,"R",8,"R",74,"R",10,"R",2,"R",8,"R",5,"R",0,"R",5,"R",2,"R",1,"R",1,"R",17,"R",3,"R",14,"R",0,"R",0,"R",0,"R",38,"R",2,"R",36,"R",9,"R",0,"R",9,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",82
114789,"R",3584,"R",1325,"R",2259,"R",17,"R",6,"R",11,"R",508,"R",184,"R",324,"R",134,"R",50,"R",84,"R",2179,"R",793,"R",1386,"R",5,"R",3,"R",2,"R",606,"R",232,"R",374,"R",112,"R",44,"R",68,"R",19,"R",12,"R",7,"R",4,"R",1,"R",3,"R",40,"R",13,"R",53,"R",0,"R",0,"R",0,"R",40,"R",13,"R",53,"R",3531
114813,"R",1057,"R",244,"R",813,"R",8,"R",1,"R",7,"R",58,"R",15,"R",43,"R",60,"R",20,"R",40,"R",592,"R",115,"R",477,"R",3,"R",1,"R",2,"R",283,"R",78,"R",205,"R",5,"R",4,"R",1,"R",35,"R",5,"R",30,"R",13,"R",5,"R",8,"R",0,"A",,"R",0,"R",2,"A",,"R",2,"R",2,"A",,"R",2,"R",1055
114840,"R",485,"R",239,"R",246,"R",2,"R",1,"R",1,"R",54,"R",22,"R",32,"R",39,"R",23,"R",16,"R",27,"R",12,"R",15,"R",1,"R",1,"R",0,"R",208,"R",99,"R",109,"R",25,"R",11,"R",14,"R",15,"R",4,"R",11,"R",114,"R",66,"R",48,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",485
114859,"R",2458,"R",1040,"R",1418,"R",2,"R",1,"R",1,"R",354,"R",182,"R",172,"R",61,"R",28,"R",33,"R",1423,"R",552,"R",871,"R",6,"R",3,"R",3,"R",422,"R",179,"R",243,"R",112,"R",56,"R",56,"R",46,"R",24,"R",22,"R",32,"R",15,"R",17,"R",118,"R",40,"R",158,"R",0,"R",0,"R",0,"R",118,"R",40,"R",158,"R",2300
114938,"R",749,"R",290,"R",459,"R",1,"Z",0,"R",1,"R",34,"R",16,"R",18,"R",11,"R",5,"R",6,"R",321,"R",118,"R",203,"R",30,"R",16,"R",14,"R",118,"R",48,"R",70,"R",217,"R",78,"R",139,"R",17,"R",9,"R",8,"R",0,"R",0,"Z",0,"R",7,"A",,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",742
114947,"R",172,"R",79,"R",93,"R",0,"R",0,"R",0,"R",20,"R",6,"R",14,"R",5,"R",3,"R",2,"R",15,"R",8,"R",7,"R",0,"R",0,"R",0,"R",34,"R",10,"R",24,"R",1,"R",0,"R",1,"R",21,"R",14,"R",7,"R",76,"R",38,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",172
115001,"R",1232,"R",443,"R",789,"Z",0,"Z",0,"Z",0,"R",102,"R",37,"R",65,"R",26,"R",10,"R",16,"R",336,"R",123,"R",213,"Z",0,"Z",0,"Z",0,"R",660,"R",236,"R",424,"R",34,"R",19,"R",15,"R",32,"R",7,"R",25,"R",42,"R",11,"R",31,"R",26,"R",0,"R",26,"R",0,"R",0,"R",0,"R",26,"R",0,"R",26,"R",1206
115010,"R",216,"R",46,"R",170,"R",4,"Z",0,"R",4,"R",39,"R",7,"R",32,"R",10,"R",2,"R",8,"R",47,"R",8,"R",39,"R",2,"Z",0,"R",2,"R",75,"R",13,"R",62,"R",37,"R",16,"R",21,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",216
115083,"R",761,"R",413,"R",348,"R",13,"R",8,"R",5,"R",116,"R",53,"R",63,"R",109,"R",63,"R",46,"R",61,"R",27,"R",34,"R",13,"R",5,"R",8,"R",323,"R",196,"R",127,"R",4,"R",3,"R",1,"R",65,"R",39,"R",26,"R",57,"R",19,"R",38,"R",0,"A",,"R",0,"R",18,"A",,"R",18,"R",18,"A",,"R",18,"R",743
115126,"R",1798,"R",699,"R",1099,"R",1,"R",1,"Z",0,"R",570,"R",253,"R",317,"R",26,"R",12,"R",14,"R",549,"R",200,"R",349,"R",6,"R",4,"R",2,"R",486,"R",153,"R",333,"R",92,"R",41,"R",51,"R",25,"R",15,"R",10,"R",43,"R",20,"R",23,"R",21,"R",5,"R",26,"R",0,"R",0,"R",0,"R",21,"R",5,"R",26,"R",1772
115214,"R",36,"R",18,"R",18,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",8,"R",10,"Z",0,"Z",0,"Z",0,"R",8,"R",3,"R",5,"R",6,"R",4,"R",2,"Z",0,"A",,"Z",0,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
115296,"R",1552,"R",586,"R",966,"R",4,"R",2,"R",2,"R",125,"R",52,"R",73,"R",76,"R",36,"R",40,"R",551,"R",189,"R",362,"R",7,"R",2,"R",5,"R",625,"R",238,"R",387,"R",87,"R",36,"R",51,"R",42,"R",19,"R",23,"R",35,"R",12,"R",23,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",1544
115357,"R",122,"R",31,"R",91,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",17,"R",8,"R",9,"R",90,"R",20,"R",70,"R",0,"R",0,"R",0,"R",13,"R",3,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",122
115393,"R",934,"R",370,"R",564,"R",1,"R",1,"R",0,"R",51,"R",19,"R",32,"R",6,"R",4,"R",2,"R",708,"R",271,"R",437,"R",0,"R",0,"R",0,"R",53,"R",22,"R",31,"R",18,"R",7,"R",11,"R",95,"R",45,"R",50,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",934
115409,"R",212,"R",105,"R",107,"R",0,"R",0,"R",0,"R",40,"R",17,"R",23,"R",11,"R",8,"R",3,"R",36,"R",24,"R",12,"R",2,"R",2,"R",0,"R",70,"R",31,"R",39,"R",23,"R",10,"R",13,"R",14,"R",5,"R",9,"R",16,"R",8,"R",8,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",212
115658,"R",64,"R",5,"R",59,"R",12,"R",1,"R",11,"R",5,"Z",0,"R",5,"R",3,"Z",0,"R",3,"R",41,"R",3,"R",38,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
115746,"R",224,"R",58,"R",166,"R",4,"R",1,"R",3,"R",7,"Z",0,"R",7,"R",5,"R",3,"R",2,"R",17,"R",2,"R",15,"Z",0,"Z",0,"Z",0,"R",120,"R",33,"R",87,"R",6,"R",3,"R",3,"R",63,"R",15,"R",48,"R",2,"R",1,"R",1,"Z",0,"A",,"Z",0,"R",67,"A",,"R",67,"R",67,"A",,"R",67,"R",157
115755,"R",1539,"R",625,"R",914,"R",32,"R",5,"R",27,"R",43,"R",24,"R",19,"R",35,"R",17,"R",18,"R",460,"R",180,"R",280,"R",2,"R",1,"R",1,"R",771,"R",324,"R",447,"R",95,"R",34,"R",61,"R",90,"R",35,"R",55,"R",11,"R",5,"R",6,"R",145,"R",48,"R",193,"R",18,"R",6,"R",24,"R",163,"R",54,"R",217,"R",1322
115773,"R",158,"R",44,"R",114,"R",1,"R",1,"R",0,"R",18,"R",4,"R",14,"R",5,"R",2,"R",3,"R",49,"R",8,"R",41,"R",6,"R",3,"R",3,"R",52,"R",16,"R",36,"R",7,"R",2,"R",5,"R",3,"R",0,"R",3,"R",17,"R",8,"R",9,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",158
115861,"R",1287,"R",496,"R",791,"R",0,"R",0,"R",0,"R",7,"R",3,"R",4,"R",8,"R",3,"R",5,"R",1186,"R",450,"R",736,"R",1,"R",1,"R",0,"R",60,"R",29,"R",31,"R",7,"R",2,"R",5,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",35,"S",,"S",,"R",0,"S",,"S",,"R",35,"S",,"S",,"S",.
115931,"R",473,"R",379,"R",94,"R",2,"R",2,"Z",0,"R",33,"R",22,"R",11,"R",18,"R",10,"R",8,"R",323,"R",265,"R",58,"R",2,"R",2,"Z",0,"R",39,"R",27,"R",12,"R",2,"R",2,"Z",0,"R",54,"R",49,"R",5,"Z",0,"Z",0,"Z",0,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
116226,"R",39,"R",1,"R",38,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",2,"Z",0,"R",2,"R",7,"R",1,"R",6,"R",0,"Z",0,"R",0,"R",22,"Z",0,"R",22,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
116350,"R",88,"R",8,"R",80,"R",4,"Z",0,"R",4,"R",6,"R",1,"R",5,"R",2,"Z",0,"R",2,"R",38,"R",5,"R",33,"Z",0,"Z",0,"Z",0,"R",35,"R",2,"R",33,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",0,"S",,"S",,"R",0,"S",,"S",,"R",0,"S",,"S",,"S",.
116439,"R",2551,"R",1267,"R",1284,"R",4,"R",1,"R",3,"R",872,"R",414,"R",458,"R",38,"R",20,"R",18,"R",479,"R",221,"R",258,"R",3,"R",2,"R",1,"R",787,"R",415,"R",372,"R",148,"R",77,"R",71,"R",99,"R",54,"R",45,"R",121,"R",63,"R",58,"R",45,"R",0,"R",45,"R",0,"R",0,"R",0,"R",45,"R",0,"R",45,"R",2506
116563,"R",146,"R",5,"R",141,"R",1,"Z",0,"R",1,"R",6,"R",2,"R",4,"R",14,"R",1,"R",13,"R",51,"R",1,"R",50,"R",1,"Z",0,"R",1,"R",50,"R",1,"R",49,"R",19,"Z",0,"R",19,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",146
