UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
100937,"R",261,"R",113,"R",148,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",17,"R",5,"R",12,"R",7,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"R",230,"R",96,"R",134,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",3,"R",2,"R",1
101028,"R",420,"R",127,"R",293,"R",2,"R",2,"R",0,"R",5,"R",1,"R",4,"R",156,"R",46,"R",110,"R",31,"R",9,"R",22,"R",0,"R",0,"R",0,"R",205,"R",64,"R",141,"R",17,"R",4,"R",13,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0
101116,"R",107,"R",23,"R",84,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",61,"R",12,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",9,"R",34,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
101143,"R",203,"R",86,"R",117,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",31,"R",12,"R",19,"R",13,"R",5,"R",8,"R",0,"R",0,"R",0,"R",146,"R",64,"R",82,"R",8,"R",3,"R",5,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0
101161,"R",1272,"R",542,"R",730,"R",33,"R",15,"R",18,"R",17,"R",10,"R",7,"R",217,"R",72,"R",145,"R",40,"R",21,"R",19,"R",1,"Z",0,"R",1,"R",910,"R",398,"R",512,"R",45,"R",21,"R",24,"R",9,"R",5,"R",4,"Z",0,"Z",0,"Z",0
101189,"R",878,"R",308,"R",570,"R",5,"R",3,"R",2,"R",3,"R",3,"R",0,"R",379,"R",91,"R",288,"R",24,"R",13,"R",11,"R",3,"R",3,"R",0,"R",422,"R",180,"R",242,"R",11,"R",3,"R",8,"R",20,"R",4,"R",16,"R",11,"R",8,"R",3
101240,"R",876,"R",342,"R",534,"R",5,"R",1,"R",4,"R",6,"R",2,"R",4,"R",125,"R",48,"R",77,"R",38,"R",15,"R",23,"R",0,"R",0,"R",0,"R",642,"R",256,"R",386,"R",32,"R",9,"R",23,"R",14,"R",6,"R",8,"R",14,"R",5,"R",9
101277,"R",50,"Z",0,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",8,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",41,"Z",0,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101286,"R",862,"R",267,"R",595,"R",4,"R",1,"R",3,"R",10,"R",2,"R",8,"R",228,"R",42,"R",186,"R",30,"R",11,"R",19,"R",3,"R",0,"R",3,"R",569,"R",204,"R",365,"R",11,"R",2,"R",9,"R",6,"R",5,"R",1,"R",1,"Z",0,"R",1
101295,"R",1494,"R",495,"R",999,"R",10,"R",5,"R",5,"R",16,"R",5,"R",11,"R",63,"R",21,"R",42,"R",89,"R",35,"R",54,"R",3,"R",1,"R",2,"R",1271,"R",414,"R",857,"R",17,"R",3,"R",14,"R",17,"R",7,"R",10,"R",8,"R",4,"R",4
101301,"R",317,"R",107,"R",210,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",265,"R",91,"R",174,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",44,"R",15,"R",29,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
101365,"R",280,"R",78,"R",202,"R",1,"Z",0,"R",1,"R",4,"R",3,"R",1,"R",160,"R",14,"R",146,"R",4,"R",2,"R",2,"R",2,"R",1,"R",1,"R",103,"R",54,"R",49,"R",2,"R",1,"R",1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0
101435,"R",244,"R",103,"R",141,"R",2,"Z",0,"R",2,"R",2,"R",2,"Z",0,"R",38,"R",19,"R",19,"R",12,"R",6,"R",6,"Z",0,"Z",0,"Z",0,"R",176,"R",70,"R",106,"R",10,"R",5,"R",5,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0
101453,"R",13,"R",12,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",12,"R",11,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101462,"R",133,"R",46,"R",87,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",69,"R",19,"R",50,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0,"R",41,"R",19,"R",22,"R",8,"R",2,"R",6,"R",1,"R",0,"R",1,"R",5,"R",2,"R",3
101471,"R",196,"R",150,"R",46,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",119,"R",106,"R",13,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",74,"R",41,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101480,"R",2014,"R",689,"R",1325,"R",8,"R",5,"R",3,"R",14,"R",5,"R",9,"R",336,"R",108,"R",228,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1475,"R",503,"R",972,"R",0,"R",0,"R",0,"R",123,"R",42,"R",81,"R",57,"R",26,"R",31
101505,"R",1046,"R",334,"R",712,"R",2,"R",1,"R",1,"R",18,"R",6,"R",12,"R",213,"R",52,"R",161,"R",50,"R",16,"R",34,"R",0,"R",0,"R",0,"R",700,"R",234,"R",466,"R",32,"R",12,"R",20,"R",8,"R",4,"R",4,"R",23,"R",9,"R",14
101514,"R",1918,"R",890,"R",1028,"R",31,"R",16,"R",15,"R",62,"R",28,"R",34,"R",224,"R",96,"R",128,"R",116,"R",47,"R",69,"R",1,"R",1,"R",0,"R",1323,"R",635,"R",688,"R",99,"R",38,"R",61,"R",44,"R",18,"R",26,"R",18,"R",11,"R",7
101569,"R",566,"R",261,"R",305,"R",4,"R",2,"R",2,"R",4,"R",2,"R",2,"R",424,"R",162,"R",262,"R",26,"R",15,"R",11,"R",0,"R",0,"R",0,"R",92,"R",73,"R",19,"R",9,"R",3,"R",6,"R",6,"R",4,"R",2,"R",1,"Z",0,"R",1
101587,"R",1769,"R",406,"R",1363,"R",21,"R",3,"R",18,"R",3,"R",1,"R",2,"R",517,"R",125,"R",392,"R",22,"R",5,"R",17,"R",1,"R",0,"R",1,"R",999,"R",228,"R",771,"R",35,"R",6,"R",29,"R",146,"R",23,"R",123,"R",25,"R",15,"R",10
101602,"R",469,"R",203,"R",266,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",91,"R",22,"R",69,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0,"R",329,"R",156,"R",173,"R",15,"R",7,"R",8,"R",20,"R",15,"R",5,"R",0,"R",0,"R",0
101648,"R",86,"R",54,"R",32,"R",1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",14,"R",8,"R",6,"R",2,"R",1,"R",1,"R",1,"R",1,"R",0,"R",61,"R",36,"R",25,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101675,"R",204,"R",80,"R",124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",184,"R",66,"R",118,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",12,"R",10,"R",2,"R",4,"R",2,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
101693,"R",326,"R",98,"R",228,"R",4,"R",0,"R",4,"R",8,"R",4,"R",4,"R",56,"R",11,"R",45,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",190,"R",68,"R",122,"R",8,"R",1,"R",7,"R",44,"R",8,"R",36,"R",11,"R",5,"R",6
101709,"R",559,"R",163,"R",396,"R",4,"R",1,"R",3,"R",5,"R",3,"R",2,"R",82,"R",22,"R",60,"R",22,"R",8,"R",14,"R",1,"R",1,"Z",0,"R",383,"R",100,"R",283,"R",24,"R",10,"R",14,"R",15,"R",1,"R",14,"R",23,"R",17,"R",6
101736,"R",1454,"R",623,"R",831,"R",16,"R",6,"R",10,"R",8,"R",3,"R",5,"R",126,"R",44,"R",82,"R",83,"R",39,"R",44,"R",0,"R",0,"R",0,"R",1154,"R",495,"R",659,"R",16,"R",5,"R",11,"R",37,"R",22,"R",15,"R",14,"R",9,"R",5
101879,"R",1853,"R",683,"R",1170,"R",10,"R",4,"R",6,"R",33,"R",13,"R",20,"R",233,"R",88,"R",145,"R",57,"R",14,"R",43,"R",0,"R",0,"R",0,"R",1365,"R",494,"R",871,"R",50,"R",21,"R",29,"R",15,"R",8,"R",7,"R",90,"R",41,"R",49
101897,"R",920,"R",374,"R",546,"R",22,"R",11,"R",11,"R",9,"R",2,"R",7,"R",21,"R",7,"R",14,"R",121,"R",35,"R",86,"R",0,"R",0,"R",0,"R",734,"R",313,"R",421,"R",13,"R",6,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101912,"R",280,"R",104,"R",176,"R",1,"Z",0,"R",1,"R",2,"Z",0,"R",2,"R",210,"R",81,"R",129,"R",19,"R",9,"R",10,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",11,"R",1,"R",10,"R",7,"R",2,"R",5,"R",23,"R",10,"R",13
101994,"R",135,"R",33,"R",102,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",81,"R",9,"R",72,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",49,"R",23,"R",26,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102030,"R",539,"R",204,"R",335,"R",5,"R",1,"R",4,"R",8,"R",5,"R",3,"R",362,"R",134,"R",228,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0,"R",131,"R",51,"R",80,"R",8,"R",4,"R",4,"R",7,"R",2,"R",5,"R",10,"R",4,"R",6
102049,"R",1629,"R",539,"R",1090,"R",5,"R",0,"R",5,"R",33,"R",9,"R",24,"R",146,"R",52,"R",94,"R",50,"R",20,"R",30,"R",1,"R",0,"R",1,"R",1301,"R",426,"R",875,"R",37,"R",13,"R",24,"R",34,"R",8,"R",26,"R",22,"R",11,"R",11
102067,"R",645,"R",284,"R",361,"R",3,"R",1,"R",2,"R",6,"R",3,"R",3,"R",179,"R",60,"R",119,"R",7,"R",2,"R",5,"R",0,"R",0,"R",0,"R",410,"R",202,"R",208,"R",14,"R",5,"R",9,"R",24,"R",11,"R",13,"R",2,"R",0,"R",2
102076,"R",434,"R",149,"R",285,"R",8,"R",1,"R",7,"R",4,"R",2,"R",2,"R",35,"R",10,"R",25,"R",84,"R",22,"R",62,"R",0,"R",0,"R",0,"R",282,"R",105,"R",177,"R",3,"R",1,"R",2,"R",17,"R",8,"R",9,"R",1,"R",0,"R",1
102094,"R",3657,"R",1026,"R",2631,"R",33,"R",12,"R",21,"R",96,"R",31,"R",65,"R",667,"R",139,"R",528,"R",123,"R",31,"R",92,"R",3,"R",0,"R",3,"R",2440,"R",686,"R",1754,"R",99,"R",35,"R",64,"R",87,"R",30,"R",57,"R",109,"R",62,"R",47
102234,"R",294,"R",118,"R",176,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",32,"R",9,"R",23,"R",11,"R",3,"R",8,"R",2,"R",1,"R",1,"R",208,"R",84,"R",124,"R",6,"R",1,"R",5,"R",12,"R",5,"R",7,"R",19,"R",13,"R",6
102270,"R",121,"R",43,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",111,"R",38,"R",73,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",5,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",147,"R",56,"R",91,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",133,"R",48,"R",85,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",7,"R",6,"R",1
102313,"R",252,"R",104,"R",148,"R",1,"Z",0,"R",1,"R",3,"R",1,"R",2,"R",149,"R",52,"R",97,"R",11,"R",2,"R",9,"Z",0,"Z",0,"Z",0,"R",83,"R",47,"R",36,"R",1,"R",1,"Z",0,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0
102368,"R",3865,"R",1382,"R",2483,"R",14,"R",6,"R",8,"R",40,"R",18,"R",22,"R",1038,"R",257,"R",781,"R",147,"R",65,"R",82,"R",2,"R",0,"R",2,"R",1913,"R",742,"R",1171,"R",119,"R",45,"R",74,"R",434,"R",166,"R",268,"R",158,"R",83,"R",75
102377,"R",654,"R",222,"R",432,"R",3,"R",2,"R",1,"R",9,"R",8,"R",1,"R",539,"R",164,"R",375,"R",12,"R",3,"R",9,"R",1,"Z",0,"R",1,"R",12,"R",4,"R",8,"R",10,"R",5,"R",5,"R",68,"R",36,"R",32,"Z",0,"Z",0,"Z",0
102395,"R",63,"R",42,"R",21,"R",1,"R",1,"R",0,"R",3,"R",2,"R",1,"R",5,"R",2,"R",3,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",43,"R",32,"R",11,"R",2,"R",1,"R",1,"R",4,"R",3,"R",1,"R",1,"R",0,"R",1
102429,"R",1020,"R",502,"R",518,"R",1,"R",1,"R",0,"R",6,"R",1,"R",5,"R",258,"R",142,"R",116,"R",16,"R",11,"R",5,"R",0,"R",0,"R",0,"R",715,"R",334,"R",381,"R",18,"R",12,"R",6,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0
102553,"R",2005,"R",801,"R",1204,"R",66,"R",20,"R",46,"R",138,"R",49,"R",89,"R",53,"R",19,"R",34,"R",164,"R",59,"R",105,"R",35,"R",11,"R",24,"R",1165,"R",477,"R",688,"R",234,"R",98,"R",136,"R",113,"R",52,"R",61,"R",37,"R",16,"R",21
102580,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102614,"R",1247,"R",506,"R",741,"R",129,"R",26,"R",103,"R",30,"R",9,"R",21,"R",31,"R",12,"R",19,"R",104,"R",45,"R",59,"R",8,"R",3,"R",5,"R",695,"R",297,"R",398,"R",95,"R",34,"R",61,"R",114,"R",57,"R",57,"R",41,"R",23,"R",18
102632,"R",544,"R",225,"R",319,"R",42,"R",12,"R",30,"R",17,"R",7,"R",10,"R",4,"R",1,"R",3,"R",43,"R",14,"R",29,"R",10,"R",8,"R",2,"R",345,"R",147,"R",198,"R",34,"R",15,"R",19,"R",42,"R",18,"R",24,"R",7,"R",3,"R",4
102669,"R",130,"R",37,"R",93,"R",35,"R",9,"R",26,"R",1,"R",0,"R",1,"R",5,"R",1,"R",4,"R",6,"R",1,"R",5,"R",2,"R",1,"R",1,"R",59,"R",19,"R",40,"R",13,"R",3,"R",10,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0
102711,"R",90,"R",71,"R",19,"R",14,"R",10,"R",4,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",53,"R",42,"R",11,"R",13,"R",12,"R",1,"R",5,"R",4,"R",1,"R",0,"R",0,"R",0
102845,"R",1315,"R",303,"R",1012,"R",86,"R",9,"R",77,"R",20,"R",5,"R",15,"R",56,"R",16,"R",40,"R",275,"R",65,"R",210,"R",63,"R",18,"R",45,"R",462,"R",103,"R",359,"R",205,"R",50,"R",155,"R",148,"R",37,"R",111,"R",0,"R",0,"R",0
103501,"R",237,"R",25,"R",212,"R",43,"R",3,"R",40,"R",45,"R",4,"R",41,"R",17,"R",3,"R",14,"R",21,"R",1,"R",20,"R",6,"R",0,"R",6,"R",75,"R",13,"R",62,"R",25,"R",1,"R",24,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0
103741,"R",64,"R",2,"R",62,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",36,"R",0,"R",36,"R",0,"R",0,"R",0,"R",18,"R",1,"R",17,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
103893,"R",477,"R",63,"R",414,"R",19,"R",2,"R",17,"R",19,"R",3,"R",16,"R",38,"R",6,"R",32,"R",244,"R",30,"R",214,"R",1,"R",0,"R",1,"R",125,"R",15,"R",110,"R",15,"R",3,"R",12,"R",11,"R",3,"R",8,"R",5,"R",1,"R",4
103909,"R",299,"R",39,"R",260,"R",29,"R",2,"R",27,"R",9,"R",1,"R",8,"R",12,"R",1,"R",11,"R",110,"R",20,"R",90,"R",2,"R",0,"R",2,"R",111,"R",13,"R",98,"R",19,"R",1,"R",18,"R",6,"R",1,"R",5,"R",1,"R",0,"R",1
103927,"R",178,"R",22,"R",156,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",10,"R",2,"R",8,"R",111,"R",12,"R",99,"R",0,"R",0,"R",0,"R",51,"R",8,"R",43,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
103954,"R",28,"R",0,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",11,"R",0,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103963,"R",223,"R",203,"R",20,"R",23,"R",17,"R",6,"Z",0,"Z",0,"Z",0,"R",15,"R",15,"Z",0,"R",84,"R",79,"R",5,"R",2,"R",2,"Z",0,"R",82,"R",76,"R",6,"R",12,"R",9,"R",3,"R",5,"R",5,"R",0,"Z",0,"Z",0,"Z",0
104090,"R",649,"R",109,"R",540,"R",44,"R",2,"R",42,"R",30,"R",10,"R",20,"R",98,"R",15,"R",83,"R",187,"R",36,"R",151,"R",2,"Z",0,"R",2,"R",179,"R",30,"R",149,"R",17,"R",2,"R",15,"R",91,"R",14,"R",77,"R",1,"Z",0,"R",1
104151,"R",18833,"R",9359,"R",9474,"R",222,"R",87,"R",135,"R",1299,"R",648,"R",651,"R",692,"R",303,"R",389,"R",3910,"R",1612,"R",2298,"R",42,"R",22,"R",20,"R",8916,"R",4359,"R",4557,"R",709,"R",294,"R",415,"R",116,"R",67,"R",49,"R",2927,"R",1967,"R",960
104160,"R",922,"R",302,"R",620,"R",7,"R",0,"R",7,"R",13,"R",4,"R",9,"R",12,"R",6,"R",6,"R",682,"R",216,"R",466,"R",3,"R",1,"R",2,"R",140,"R",51,"R",89,"R",15,"R",5,"R",10,"R",19,"R",10,"R",9,"R",31,"R",9,"R",22
104179,"R",10782,"R",4848,"R",5934,"R",122,"R",38,"R",84,"R",604,"R",260,"R",344,"R",403,"R",170,"R",233,"R",2705,"R",1097,"R",1608,"R",14,"R",8,"R",6,"R",5282,"R",2361,"R",2921,"R",455,"R",197,"R",258,"R",307,"R",143,"R",164,"R",890,"R",574,"R",316
104346,"R",774,"R",253,"R",521,"R",45,"R",11,"R",34,"R",19,"R",8,"R",11,"R",40,"R",14,"R",26,"R",235,"R",70,"R",165,"R",3,"R",1,"R",2,"R",343,"R",123,"R",220,"R",22,"R",5,"R",17,"R",50,"R",16,"R",34,"R",17,"R",5,"R",12
104391,"R",16,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
104425,"R",1711,"R",1052,"R",659,"R",5,"R",4,"R",1,"R",49,"R",37,"R",12,"R",135,"R",93,"R",42,"R",518,"R",250,"R",268,"R",11,"R",8,"R",3,"R",890,"R",592,"R",298,"R",70,"R",44,"R",26,"R",23,"R",18,"R",5,"R",10,"R",6,"R",4
104443,"R",27,"R",4,"R",23,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",4,"R",1,"R",3,"R",9,"R",2,"R",7,"R",0,"R",0,"R",0,"R",10,"R",1,"R",9,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
104568,"R",213,"R",1,"R",212,"R",3,"Z",0,"R",3,"R",3,"Z",0,"R",3,"R",9,"R",1,"R",8,"R",77,"R",0,"R",77,"Z",0,"Z",0,"Z",0,"R",95,"R",0,"R",95,"R",12,"Z",0,"R",12,"R",14,"R",0,"R",14,"Z",0,"Z",0,"Z",0
104577,"R",656,"R",250,"R",406,"R",44,"R",9,"R",35,"R",10,"R",3,"R",7,"R",10,"R",6,"R",4,"R",169,"R",67,"R",102,"R",3,"R",1,"R",2,"R",376,"R",145,"R",231,"R",14,"R",5,"R",9,"R",15,"R",7,"R",8,"R",15,"R",7,"R",8
104586,"R",621,"R",439,"R",182,"R",1,"R",1,"R",0,"R",35,"R",31,"R",4,"R",7,"R",6,"R",1,"R",72,"R",41,"R",31,"R",2,"R",2,"R",0,"R",413,"R",292,"R",121,"R",31,"R",18,"R",13,"R",21,"R",15,"R",6,"R",39,"R",33,"R",6
104665,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
104708,"R",2042,"R",797,"R",1245,"R",26,"R",9,"R",17,"R",95,"R",37,"R",58,"R",97,"R",42,"R",55,"R",749,"R",265,"R",484,"R",6,"R",5,"R",1,"R",936,"R",382,"R",554,"R",61,"R",25,"R",36,"R",56,"R",26,"R",30,"R",16,"R",6,"R",10
104717,"R",28957,"R",6837,"R",22120,"R",217,"R",58,"R",159,"R",1426,"R",304,"R",1122,"R",5581,"R",1178,"R",4403,"R",5154,"R",1303,"R",3851,"R",142,"R",44,"R",98,"R",13711,"R",3198,"R",10513,"R",861,"R",246,"R",615,"R",1549,"R",381,"R",1168,"R",316,"R",125,"R",191
105145,"R",1029,"R",325,"R",704,"R",13,"R",4,"R",9,"R",48,"R",13,"R",35,"R",115,"R",38,"R",77,"R",461,"R",169,"R",292,"R",2,"R",0,"R",2,"R",338,"R",87,"R",251,"R",36,"R",10,"R",26,"R",14,"R",4,"R",10,"R",2,"R",0,"R",2
