UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
100937,"R",340,"R",160,"R",180,"R",2,"R",1,"R",1,"R",18,"R",4,"R",14,"R",36,"R",19,"R",17,"R",6,"R",1,"R",5,"Z",0,"Z",0,"Z",0,"R",271,"R",133,"R",138,"R",3,"Z",0,"R",3,"R",1,"Z",0,"R",1,"R",3,"R",2,"R",1
101028,"R",383,"R",152,"R",231,"R",1,"R",1,"R",0,"R",5,"R",4,"R",1,"R",118,"R",27,"R",91,"R",30,"R",19,"R",11,"R",1,"R",1,"R",0,"R",211,"R",96,"R",115,"R",12,"R",3,"R",9,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0
101116,"R",123,"R",29,"R",94,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",73,"R",14,"R",59,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",39,"R",14,"R",25,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
101143,"R",316,"R",179,"R",137,"R",4,"R",2,"R",2,"R",6,"R",5,"R",1,"R",64,"R",29,"R",35,"R",12,"R",8,"R",4,"R",2,"R",1,"R",1,"R",218,"R",126,"R",92,"R",10,"R",8,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101161,"R",1102,"R",415,"R",687,"R",13,"R",7,"R",6,"R",11,"R",1,"R",10,"R",296,"R",104,"R",192,"R",31,"R",14,"R",17,"R",3,"R",0,"R",3,"R",708,"R",266,"R",442,"R",24,"R",9,"R",15,"R",15,"R",13,"R",2,"R",1,"R",1,"R",0
101189,"R",791,"R",292,"R",499,"R",6,"R",2,"R",4,"R",7,"R",4,"R",3,"R",335,"R",85,"R",250,"R",10,"R",4,"R",6,"R",2,"R",0,"R",2,"R",390,"R",176,"R",214,"R",10,"R",3,"R",7,"R",17,"R",6,"R",11,"R",14,"R",12,"R",2
101240,"R",980,"R",389,"R",591,"R",3,"R",1,"R",2,"R",3,"R",3,"R",0,"R",177,"R",66,"R",111,"R",34,"R",8,"R",26,"R",0,"R",0,"R",0,"R",720,"R",287,"R",433,"R",16,"R",8,"R",8,"R",1,"R",1,"R",0,"R",26,"R",15,"R",11
101277,"R",50,"R",2,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5,"R",6,"R",1,"R",5,"Z",0,"Z",0,"Z",0,"R",39,"R",1,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101286,"R",1120,"R",364,"R",756,"R",9,"R",5,"R",4,"R",11,"R",3,"R",8,"R",309,"R",82,"R",227,"R",26,"R",9,"R",17,"Z",0,"Z",0,"Z",0,"R",742,"R",262,"R",480,"R",14,"R",3,"R",11,"R",9,"Z",0,"R",9,"Z",0,"Z",0,"Z",0
101295,"R",1612,"R",638,"R",974,"R",12,"R",3,"R",9,"R",3,"R",0,"R",3,"R",61,"R",18,"R",43,"R",91,"R",37,"R",54,"R",0,"R",0,"R",0,"R",1389,"R",548,"R",841,"R",7,"R",5,"R",2,"R",41,"R",22,"R",19,"R",8,"R",5,"R",3
101301,"R",349,"R",145,"R",204,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",256,"R",102,"R",154,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",74,"R",30,"R",44,"R",6,"R",5,"R",1,"R",3,"Z",0,"R",3,"R",9,"R",8,"R",1
101365,"R",233,"R",70,"R",163,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",136,"R",12,"R",124,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"R",77,"R",53,"R",24,"R",3,"R",1,"R",2,"R",10,"R",2,"R",8,"Z",0,"Z",0,"Z",0
101435,"R",254,"R",104,"R",150,"R",4,"R",1,"R",3,"R",1,"R",0,"R",1,"R",62,"R",27,"R",35,"R",13,"R",3,"R",10,"R",1,"R",1,"R",0,"R",153,"R",66,"R",87,"R",8,"R",3,"R",5,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0
101453,"R",10,"R",9,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0
101462,"R",136,"R",53,"R",83,"R",4,"R",2,"R",2,"R",3,"R",1,"R",2,"R",59,"R",16,"R",43,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",54,"R",27,"R",27,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3
101471,"R",476,"R",345,"R",131,"R",4,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",255,"R",227,"R",28,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",210,"R",109,"R",101,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101480,"R",1713,"R",636,"R",1077,"R",16,"R",4,"R",12,"R",6,"R",2,"R",4,"R",327,"R",113,"R",214,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1229,"R",458,"R",771,"R",0,"R",0,"R",0,"R",76,"R",29,"R",47,"R",58,"R",30,"R",28
101505,"R",978,"R",329,"R",649,"R",1,"R",1,"R",0,"R",22,"R",10,"R",12,"R",206,"R",56,"R",150,"R",31,"R",7,"R",24,"R",0,"R",0,"R",0,"R",660,"R",236,"R",424,"R",29,"R",8,"R",21,"R",0,"R",0,"R",0,"R",29,"R",11,"R",18
101514,"R",1662,"R",873,"R",789,"R",29,"R",14,"R",15,"R",36,"R",13,"R",23,"R",209,"R",106,"R",103,"R",85,"R",29,"R",56,"R",2,"R",1,"R",1,"R",1213,"R",668,"R",545,"R",68,"R",30,"R",38,"R",10,"R",7,"R",3,"R",10,"R",5,"R",5
101541,"R",58,"R",3,"R",55,"R",2,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",13,"R",1,"R",12,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",40,"R",1,"R",39,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
101569,"R",600,"R",303,"R",297,"R",1,"R",0,"R",1,"R",10,"R",6,"R",4,"R",447,"R",200,"R",247,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0,"R",120,"R",84,"R",36,"R",7,"R",2,"R",5,"R",2,"R",2,"Z",0,"R",5,"R",5,"R",0
101587,"R",1364,"R",345,"R",1019,"R",6,"R",1,"R",5,"R",4,"R",2,"R",2,"R",370,"R",82,"R",288,"R",10,"R",2,"R",8,"Z",0,"Z",0,"Z",0,"R",823,"R",193,"R",630,"R",24,"R",9,"R",15,"R",70,"R",23,"R",47,"R",57,"R",33,"R",24
101602,"R",498,"R",217,"R",281,"R",5,"R",1,"R",4,"R",3,"R",1,"R",2,"R",100,"R",36,"R",64,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",371,"R",172,"R",199,"R",10,"R",3,"R",7,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1
101648,"R",124,"R",97,"R",27,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",19,"R",15,"R",4,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0,"R",84,"R",70,"R",14,"R",11,"R",7,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101675,"R",230,"R",101,"R",129,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",211,"R",86,"R",125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",9,"R",1,"R",2,"R",1,"R",1,"R",7,"R",5,"R",2,"R",0,"R",0,"R",0
101693,"R",341,"R",106,"R",235,"R",6,"R",0,"R",6,"R",4,"R",2,"R",2,"R",71,"R",14,"R",57,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",211,"R",73,"R",138,"R",9,"R",3,"R",6,"R",17,"R",3,"R",14,"R",14,"R",11,"R",3
101709,"R",581,"R",156,"R",425,"R",6,"R",3,"R",3,"R",9,"R",1,"R",8,"R",77,"R",16,"R",61,"R",33,"R",9,"R",24,"Z",0,"Z",0,"Z",0,"R",371,"R",94,"R",277,"Z",0,"Z",0,"Z",0,"R",77,"R",31,"R",46,"R",8,"R",2,"R",6
101736,"R",682,"R",332,"R",350,"R",4,"R",2,"R",2,"R",4,"R",1,"R",3,"R",75,"R",32,"R",43,"R",37,"R",18,"R",19,"R",1,"R",0,"R",1,"R",544,"R",270,"R",274,"R",3,"R",2,"R",1,"R",8,"R",5,"R",3,"R",6,"R",2,"R",4
101879,"R",1583,"R",625,"R",958,"R",22,"R",9,"R",13,"R",11,"R",5,"R",6,"R",216,"R",85,"R",131,"R",37,"R",16,"R",21,"Z",0,"Z",0,"Z",0,"R",1166,"R",444,"R",722,"R",26,"R",9,"R",17,"R",39,"R",16,"R",23,"R",66,"R",41,"R",25
101897,"R",1034,"R",434,"R",600,"R",29,"R",11,"R",18,"R",4,"R",2,"R",2,"R",6,"R",2,"R",4,"R",101,"R",42,"R",59,"R",1,"R",0,"R",1,"R",873,"R",369,"R",504,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2
101912,"R",328,"R",129,"R",199,"R",3,"R",2,"R",1,"R",10,"R",2,"R",8,"R",255,"R",108,"R",147,"R",15,"R",5,"R",10,"Z",0,"Z",0,"Z",0,"R",9,"R",1,"R",8,"Z",0,"Z",0,"Z",0,"R",9,"R",2,"R",7,"R",27,"R",9,"R",18
101994,"R",100,"R",36,"R",64,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",54,"R",12,"R",42,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",42,"R",23,"R",19,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102030,"R",739,"R",384,"R",355,"R",7,"R",4,"R",3,"R",18,"R",6,"R",12,"R",482,"R",254,"R",228,"R",13,"R",4,"R",9,"R",0,"R",0,"R",0,"R",185,"R",98,"R",87,"R",8,"R",3,"R",5,"R",5,"R",4,"R",1,"R",21,"R",11,"R",10
102049,"R",1509,"R",504,"R",1005,"R",4,"R",2,"R",2,"R",26,"R",8,"R",18,"R",147,"R",39,"R",108,"R",31,"R",11,"R",20,"R",1,"R",0,"R",1,"R",1206,"R",403,"R",803,"R",30,"R",13,"R",17,"R",36,"R",10,"R",26,"R",28,"R",18,"R",10
102058,"R",19,"R",9,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",9,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102067,"R",679,"R",276,"R",403,"R",1,"R",1,"R",0,"R",6,"R",2,"R",4,"R",203,"R",75,"R",128,"R",3,"R",1,"R",2,"R",2,"R",0,"R",2,"R",428,"R",184,"R",244,"R",13,"R",3,"R",10,"R",18,"R",8,"R",10,"R",5,"R",2,"R",3
102076,"R",467,"R",162,"R",305,"R",18,"R",6,"R",12,"R",9,"R",4,"R",5,"R",35,"R",13,"R",22,"R",57,"R",18,"R",39,"R",1,"R",0,"R",1,"R",338,"R",118,"R",220,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",5,"R",1,"R",4
102094,"R",3504,"R",1118,"R",2386,"R",24,"R",9,"R",15,"R",121,"R",41,"R",80,"R",602,"R",149,"R",453,"R",92,"R",29,"R",63,"R",6,"R",3,"R",3,"R",2362,"R",736,"R",1626,"R",75,"R",23,"R",52,"R",114,"R",45,"R",69,"R",108,"R",83,"R",25
102234,"R",307,"R",125,"R",182,"R",3,"R",1,"R",2,"R",3,"R",0,"R",3,"R",33,"R",9,"R",24,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",228,"R",100,"R",128,"R",15,"R",3,"R",12,"R",6,"R",1,"R",5,"R",14,"R",9,"R",5
102270,"R",93,"R",30,"R",63,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",79,"R",22,"R",57,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"R",8,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
102298,"R",101,"R",46,"R",55,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",92,"R",39,"R",53,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1
102313,"R",340,"R",185,"R",155,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",194,"R",95,"R",99,"R",9,"R",6,"R",3,"Z",0,"Z",0,"Z",0,"R",132,"R",83,"R",49,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",3821,"R",1353,"R",2468,"R",20,"R",9,"R",11,"R",38,"R",19,"R",19,"R",979,"R",270,"R",709,"R",92,"R",48,"R",44,"R",6,"R",2,"R",4,"R",1877,"R",697,"R",1180,"R",96,"R",29,"R",67,"R",495,"R",157,"R",338,"R",218,"R",122,"R",96
102377,"R",545,"R",193,"R",352,"R",1,"R",1,"R",0,"R",2,"Z",0,"R",2,"R",387,"R",115,"R",272,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"R",11,"R",3,"R",8,"R",0,"R",0,"R",0,"R",139,"R",71,"R",68,"R",0,"R",0,"R",0
102395,"R",69,"R",44,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",13,"R",2,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",44,"R",26,"R",18,"R",1,"R",1,"Z",0,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0
102429,"R",988,"R",482,"R",506,"R",2,"R",1,"R",1,"R",8,"R",1,"R",7,"R",191,"R",99,"R",92,"R",18,"R",12,"R",6,"R",0,"R",0,"R",0,"R",753,"R",358,"R",395,"R",5,"R",1,"R",4,"R",11,"R",10,"R",1,"R",0,"R",0,"R",0
102553,"R",2250,"R",912,"R",1338,"R",90,"R",26,"R",64,"R",177,"R",85,"R",92,"R",59,"R",21,"R",38,"R",174,"R",59,"R",115,"R",12,"R",2,"R",10,"R",1384,"R",565,"R",819,"R",214,"R",74,"R",140,"R",92,"R",49,"R",43,"R",48,"R",31,"R",17
102580,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102614,"R",1325,"R",554,"R",771,"R",150,"R",41,"R",109,"R",24,"R",11,"R",13,"R",27,"R",16,"R",11,"R",79,"R",31,"R",48,"R",7,"R",1,"R",6,"R",702,"R",312,"R",390,"R",91,"R",28,"R",63,"R",207,"R",89,"R",118,"R",38,"R",25,"R",13
102632,"R",511,"R",187,"R",324,"R",47,"R",18,"R",29,"R",15,"R",8,"R",7,"R",4,"R",1,"R",3,"R",32,"R",10,"R",22,"R",6,"R",0,"R",6,"R",292,"R",110,"R",182,"R",46,"R",16,"R",30,"R",64,"R",22,"R",42,"R",5,"R",2,"R",3
102669,"R",117,"R",47,"R",70,"R",22,"R",7,"R",15,"R",4,"R",3,"R",1,"R",2,"R",2,"Z",0,"R",6,"R",5,"R",1,"R",0,"R",0,"R",0,"R",57,"R",21,"R",36,"R",13,"R",3,"R",10,"R",13,"R",6,"R",7,"Z",0,"Z",0,"Z",0
102711,"R",162,"R",124,"R",38,"R",43,"R",25,"R",18,"R",1,"R",1,"R",0,"R",3,"R",2,"R",1,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",82,"R",70,"R",12,"R",18,"R",14,"R",4,"R",11,"R",9,"R",2,"R",0,"R",0,"R",0
102845,"R",1821,"R",387,"R",1434,"R",189,"R",24,"R",165,"R",5,"R",1,"R",4,"R",102,"R",23,"R",79,"R",464,"R",109,"R",355,"R",107,"R",27,"R",80,"R",750,"R",162,"R",588,"R",111,"R",20,"R",91,"R",93,"R",21,"R",72,"R",0,"R",0,"R",0
103501,"R",265,"R",32,"R",233,"R",25,"R",2,"R",23,"R",59,"R",8,"R",51,"R",21,"R",1,"R",20,"R",45,"R",5,"R",40,"R",1,"R",0,"R",1,"R",97,"R",14,"R",83,"R",12,"R",1,"R",11,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0
103741,"R",46,"R",8,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",33,"R",7,"R",26,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
103893,"R",1020,"R",143,"R",877,"R",97,"R",6,"R",91,"R",19,"R",7,"R",12,"R",47,"R",6,"R",41,"R",505,"R",77,"R",428,"R",7,"R",0,"R",7,"R",302,"R",42,"R",260,"R",30,"R",2,"R",28,"R",13,"R",3,"R",10,"R",0,"R",0,"R",0
103945,"R",22,"R",2,"R",20,"R",9,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",9,"R",2,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103954,"R",37,"R",3,"R",34,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",21,"R",1,"R",20,"R",0,"R",0,"R",0,"R",9,"R",1,"R",8,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103963,"R",417,"R",389,"R",28,"R",12,"R",9,"R",3,"R",1,"R",1,"R",0,"R",8,"R",8,"R",0,"R",155,"R",149,"R",6,"R",1,"R",1,"R",0,"R",22,"R",21,"R",1,"R",2,"R",2,"R",0,"R",216,"R",198,"R",18,"R",0,"R",0,"R",0
104090,"R",460,"R",72,"R",388,"R",30,"R",2,"R",28,"R",19,"R",5,"R",14,"R",69,"R",7,"R",62,"R",162,"R",27,"R",135,"R",1,"R",0,"R",1,"R",167,"R",28,"R",139,"R",9,"R",3,"R",6,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
104151,"R",12869,"R",7234,"R",5635,"R",112,"R",43,"R",69,"R",859,"R",470,"R",389,"R",350,"R",151,"R",199,"R",2019,"R",969,"R",1050,"R",27,"R",11,"R",16,"R",6115,"R",3374,"R",2741,"R",427,"R",210,"R",217,"R",107,"R",58,"R",49,"R",2853,"R",1948,"R",905
104160,"R",1358,"R",814,"R",544,"R",22,"R",15,"R",7,"R",10,"R",9,"R",1,"R",109,"R",102,"R",7,"R",776,"R",375,"R",401,"R",4,"R",2,"R",2,"R",354,"R",266,"R",88,"R",21,"R",9,"R",12,"R",44,"R",30,"R",14,"R",18,"R",6,"R",12
104179,"R",10522,"R",4911,"R",5611,"R",129,"R",43,"R",86,"R",635,"R",295,"R",340,"R",333,"R",160,"R",173,"R",2206,"R",889,"R",1317,"R",21,"R",13,"R",8,"R",5416,"R",2468,"R",2948,"R",392,"R",187,"R",205,"R",329,"R",176,"R",153,"R",1061,"R",680,"R",381
104188,"R",19,"R",7,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
104346,"R",987,"R",528,"R",459,"R",46,"R",30,"R",16,"R",15,"R",5,"R",10,"R",78,"R",47,"R",31,"R",295,"R",155,"R",140,"R",3,"R",1,"R",2,"R",430,"R",242,"R",188,"R",37,"R",16,"R",21,"R",68,"R",27,"R",41,"R",15,"R",5,"R",10
104391,"R",17,"R",2,"R",15,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",13,"R",2,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",1823,"R",1085,"R",738,"R",10,"R",4,"R",6,"R",48,"R",34,"R",14,"R",160,"R",103,"R",57,"R",525,"R",228,"R",297,"R",10,"R",5,"R",5,"R",957,"R",647,"R",310,"R",78,"R",43,"R",35,"R",22,"R",16,"R",6,"R",13,"R",5,"R",8
104434,"R",27,"R",0,"R",27,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",13,"R",0,"R",13,"R",1,"R",0,"R",1,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0
104443,"R",30,"R",1,"R",29,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",0,"R",11,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",13,"R",0,"R",13,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
104568,"R",225,"R",6,"R",219,"R",9,"Z",0,"R",9,"R",4,"Z",0,"R",4,"R",24,"R",2,"R",22,"R",65,"R",1,"R",64,"Z",0,"Z",0,"Z",0,"R",107,"R",1,"R",106,"R",7,"Z",0,"R",7,"R",9,"R",2,"R",7,"Z",0,"Z",0,"Z",0
104577,"R",1765,"R",1178,"R",587,"R",100,"R",53,"R",47,"R",5,"R",4,"R",1,"R",138,"R",133,"R",5,"R",490,"R",342,"R",148,"R",18,"R",8,"R",10,"R",932,"R",597,"R",335,"R",20,"R",6,"R",14,"R",53,"R",32,"R",21,"R",9,"R",3,"R",6
104586,"R",474,"R",349,"R",125,"R",2,"R",1,"R",1,"R",25,"R",20,"R",5,"R",8,"R",8,"R",0,"R",50,"R",36,"R",14,"R",2,"R",2,"R",0,"R",283,"R",203,"R",80,"R",34,"R",22,"R",12,"R",20,"R",17,"R",3,"R",50,"R",40,"R",10
104665,"R",7,"R",6,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1
