UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN    
100654,"R",769,"R",276,"R",493,"R",3,"R",3,"R",0,"R",4,"R",1,"R",3,"R",611,"R",224,"R",387,"R",9,"R",5,"R",4,"R",0,"R",0,"R",0,"R",19,"R",9,"R",10,"R",5,"R",1,"R",4,"R",101,"R",23,"R",78,"R",17,"R",10,"R",7,"R",1,"A",,"R",1,"R",1,"A",,"R",1,"R",2,"A",,"R",2,"R",767
100663,"R",6035,"R",2051,"R",3984,"R",11,"R",3,"R",8,"R",391,"R",163,"R",228,"R",1132,"R",317,"R",815,"R",203,"R",73,"R",130,"R",2,"R",0,"R",2,"R",3679,"R",1227,"R",2452,"R",194,"R",62,"R",132,"R",120,"R",39,"R",81,"R",303,"R",167,"R",136,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",6035
100690,"R",201,"R",69,"R",132,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"R",118,"R",19,"R",99,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",69,"R",42,"R",27,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",201
100706,"R",2248,"R",1175,"R",1073,"R",10,"R",3,"R",7,"R",85,"R",47,"R",38,"R",197,"R",62,"R",135,"R",87,"R",42,"R",45,"R",3,"R",2,"R",1,"R",1607,"R",884,"R",723,"R",49,"R",26,"R",23,"R",116,"R",54,"R",62,"R",94,"R",55,"R",39,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2248
100724,"R",625,"R",202,"R",423,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"R",540,"R",169,"R",371,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0,"R",48,"R",17,"R",31,"R",4,"R",2,"R",2,"R",6,"R",1,"R",5,"R",14,"R",6,"R",8,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",625
100751,"R",9106,"R",3686,"R",5420,"R",30,"R",10,"R",20,"R",125,"R",48,"R",77,"R",874,"R",243,"R",631,"R",422,"R",129,"R",293,"R",9,"R",7,"R",2,"R",6979,"R",2876,"R",4103,"R",280,"R",101,"R",179,"R",64,"R",35,"R",29,"R",323,"R",237,"R",86,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",9106
100760,"R",352,"R",134,"R",218,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",60,"R",12,"R",48,"R",10,"R",3,"R",7,"R",0,"R",0,"R",0,"R",271,"R",115,"R",156,"R",5,"R",4,"R",1,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",352
100812,"R",834,"R",256,"R",578,"R",11,"R",3,"R",8,"R",2,"Z",0,"R",2,"R",112,"R",30,"R",82,"R",27,"R",10,"R",17,"Z",0,"Z",0,"Z",0,"R",642,"R",202,"R",440,"R",21,"R",3,"R",18,"R",19,"R",8,"R",11,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",834
100830,"R",998,"R",344,"R",654,"R",4,"R",3,"R",1,"R",21,"R",7,"R",14,"R",383,"R",91,"R",292,"R",13,"R",6,"R",7,"R",1,"R",0,"R",1,"R",444,"R",167,"R",277,"R",22,"R",6,"R",16,"R",24,"R",6,"R",18,"R",86,"R",58,"R",28,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",998
100858,"R",7693,"R",3734,"R",3959,"R",23,"R",11,"R",12,"R",183,"R",88,"R",95,"R",414,"R",184,"R",230,"R",279,"R",130,"R",149,"R",3,"R",1,"R",2,"R",5852,"R",2735,"R",3117,"R",184,"R",86,"R",98,"R",24,"R",13,"R",11,"R",731,"R",486,"R",245,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",7693
100937,"R",263,"R",107,"R",156,"R",2,"R",1,"R",1,"R",6,"R",2,"R",4,"R",39,"R",14,"R",25,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",203,"R",83,"R",120,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",263
101028,"R",443,"R",156,"R",287,"R",1,"R",1,"Z",0,"R",8,"R",4,"R",4,"R",155,"R",46,"R",109,"R",15,"R",3,"R",12,"Z",0,"Z",0,"Z",0,"R",207,"R",78,"R",129,"R",42,"R",17,"R",25,"R",15,"R",7,"R",8,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",443
101116,"R",93,"R",21,"R",72,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",60,"R",10,"R",50,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",30,"R",11,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",93
101143,"R",362,"R",195,"R",167,"R",2,"R",1,"R",1,"R",2,"R",2,"R",0,"R",71,"R",31,"R",40,"R",26,"R",12,"R",14,"R",0,"R",0,"R",0,"R",237,"R",134,"R",103,"R",14,"R",10,"R",4,"R",9,"R",5,"R",4,"R",1,"R",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",362
101161,"R",1302,"R",553,"R",749,"R",21,"R",8,"R",13,"R",13,"R",4,"R",9,"R",278,"R",111,"R",167,"R",47,"R",16,"R",31,"Z",0,"Z",0,"Z",0,"R",848,"R",364,"R",484,"R",54,"R",23,"R",31,"R",39,"R",27,"R",12,"R",2,"Z",0,"R",2,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",1302
101189,"R",849,"R",329,"R",520,"R",5,"R",3,"R",2,"R",12,"R",6,"R",6,"R",350,"R",95,"R",255,"R",19,"R",11,"R",8,"R",2,"R",1,"R",1,"R",421,"R",192,"R",229,"R",12,"R",5,"R",7,"R",28,"R",16,"R",12,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",849
101240,"R",931,"R",399,"R",532,"R",3,"R",1,"R",2,"R",5,"R",2,"R",3,"R",170,"R",68,"R",102,"R",55,"R",23,"R",32,"R",1,"R",0,"R",1,"R",643,"R",281,"R",362,"R",22,"R",7,"R",15,"R",20,"R",10,"R",10,"R",12,"R",7,"R",5,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",931
101277,"R",44,"R",1,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",38,"R",1,"R",37,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",44
101286,"R",793,"R",240,"R",553,"R",3,"R",2,"R",1,"R",8,"Z",0,"R",8,"R",228,"R",49,"R",179,"R",34,"R",12,"R",22,"Z",0,"Z",0,"Z",0,"R",479,"R",163,"R",316,"R",23,"R",4,"R",19,"R",17,"R",10,"R",7,"R",1,"Z",0,"R",1,"R",1,"A",,"R",1,"Z",0,"A",,"Z",0,"R",1,"A",,"R",1,"R",792
101295,"R",1580,"R",597,"R",983,"R",12,"R",4,"R",8,"R",13,"R",9,"R",4,"R",96,"R",33,"R",63,"R",101,"R",40,"R",61,"R",0,"R",0,"R",0,"R",1310,"R",499,"R",811,"R",31,"R",5,"R",26,"R",6,"R",1,"R",5,"R",11,"R",6,"R",5,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",1580
101301,"R",255,"R",97,"R",158,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",213,"R",72,"R",141,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",23,"R",16,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",255
101365,"R",245,"R",82,"R",163,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",124,"R",22,"R",102,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0,"R",103,"R",52,"R",51,"R",4,"R",2,"R",2,"R",3,"R",2,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",245
101435,"R",204,"R",94,"R",110,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",49,"R",20,"R",29,"R",10,"R",3,"R",7,"Z",0,"Z",0,"Z",0,"R",127,"R",65,"R",62,"R",8,"R",1,"R",7,"R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",204
101453,"R",23,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",19,"R",19,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101462,"R",110,"R",29,"R",81,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",77,"R",19,"R",58,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",20,"R",6,"R",14,"R",4,"R",1,"R",3,"R",1,"R",1,"R",0,"R",4,"R",1,"R",3,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",110
101471,"R",397,"R",314,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",227,"R",201,"R",26,"R",5,"R",2,"R",3,"R",1,"R",1,"R",0,"R",163,"R",109,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",397
101480,"R",2013,"R",679,"R",1334,"R",11,"R",2,"R",9,"R",9,"R",3,"R",6,"R",352,"R",116,"R",236,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",1448,"R",485,"R",963,"R",0,"R",0,"R",0,"R",140,"R",49,"R",91,"R",51,"R",23,"R",28,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2013
101505,"R",1291,"R",471,"R",820,"R",4,"R",2,"R",2,"R",25,"R",10,"R",15,"R",228,"R",66,"R",162,"R",79,"R",16,"R",63,"R",0,"R",0,"R",0,"R",873,"R",339,"R",534,"R",32,"R",15,"R",17,"R",21,"R",8,"R",13,"R",29,"R",15,"R",14,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",1291
101514,"R",2185,"R",1050,"R",1135,"R",30,"R",15,"R",15,"R",74,"R",41,"R",33,"R",245,"R",94,"R",151,"R",131,"R",67,"R",64,"R",1,"R",0,"R",1,"R",1504,"R",749,"R",755,"R",124,"R",54,"R",70,"R",60,"R",23,"R",37,"R",16,"R",7,"R",9,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2185
101569,"R",490,"R",224,"R",266,"R",1,"Z",0,"R",1,"R",5,"R",3,"R",2,"R",353,"R",135,"R",218,"R",20,"R",13,"R",7,"Z",0,"Z",0,"Z",0,"R",89,"R",62,"R",27,"R",13,"R",8,"R",5,"R",6,"R",2,"R",4,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",490
101587,"R",1846,"R",412,"R",1434,"R",19,"R",3,"R",16,"R",6,"R",4,"R",2,"R",512,"R",107,"R",405,"R",22,"R",4,"R",18,"R",1,"R",1,"Z",0,"R",1041,"R",230,"R",811,"R",31,"R",7,"R",24,"R",187,"R",48,"R",139,"R",27,"R",8,"R",19,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1846
101602,"R",493,"R",218,"R",275,"R",3,"R",2,"R",1,"R",2,"R",0,"R",2,"R",92,"R",28,"R",64,"R",5,"R",2,"R",3,"R",0,"R",0,"Z",0,"R",364,"R",173,"R",191,"R",26,"R",12,"R",14,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",493
101648,"R",88,"R",57,"R",31,"R",1,"R",1,"R",0,"R",3,"R",1,"R",2,"R",26,"R",18,"R",8,"R",5,"R",4,"R",1,"R",0,"R",0,"R",0,"R",51,"R",32,"R",19,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",88
101675,"R",185,"R",79,"R",106,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",156,"R",59,"R",97,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",15,"R",13,"R",2,"R",2,"Z",0,"R",2,"R",7,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",185
101693,"R",313,"R",97,"R",216,"R",2,"R",1,"R",1,"R",5,"R",0,"R",5,"R",50,"R",10,"R",40,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",183,"R",58,"R",125,"R",5,"R",1,"R",4,"R",53,"R",14,"R",39,"R",13,"R",11,"R",2,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",313
101709,"R",554,"R",146,"R",408,"R",1,"R",0,"R",1,"R",8,"R",4,"R",4,"R",89,"R",22,"R",67,"R",23,"R",6,"R",17,"R",0,"R",0,"R",0,"R",381,"R",97,"R",284,"R",17,"R",6,"R",11,"R",19,"R",2,"R",17,"R",16,"R",9,"R",7,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",554
101736,"R",984,"R",468,"R",516,"R",15,"R",7,"R",8,"R",7,"R",3,"R",4,"R",82,"R",27,"R",55,"R",67,"R",34,"R",33,"Z",0,"Z",0,"Z",0,"R",772,"R",375,"R",397,"R",19,"R",10,"R",9,"R",11,"R",7,"R",4,"R",11,"R",5,"R",6,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",984
101879,"R",1952,"R",688,"R",1264,"R",16,"R",5,"R",11,"R",26,"R",12,"R",14,"R",222,"R",82,"R",140,"R",66,"R",23,"R",43,"R",0,"R",0,"R",0,"R",1483,"R",509,"R",974,"R",64,"R",23,"R",41,"R",15,"R",9,"R",6,"R",60,"R",25,"R",35,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1952
101897,"R",823,"R",305,"R",518,"R",34,"R",14,"R",20,"R",8,"R",2,"R",6,"R",10,"R",1,"R",9,"R",111,"R",38,"R",73,"R",0,"R",0,"R",0,"R",631,"R",235,"R",396,"R",20,"R",11,"R",9,"R",7,"R",3,"R",4,"R",2,"R",1,"R",1,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",823
101912,"R",245,"R",114,"R",131,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",200,"R",92,"R",108,"R",17,"R",12,"R",5,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",2,"R",4,"R",2,"R",2,"R",2,"R",1,"R",1,"R",18,"R",5,"R",13,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",245
101994,"R",119,"R",37,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77,"R",10,"R",67,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",39,"R",26,"R",13,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"A",,"R",1,"R",0,"A",,"R",0,"R",1,"A",,"R",1,"R",118
102030,"R",605,"R",273,"R",332,"R",4,"R",4,"R",0,"R",4,"R",2,"R",2,"R",435,"R",191,"R",244,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",123,"R",57,"R",66,"R",9,"R",4,"R",5,"R",13,"R",8,"R",5,"R",13,"R",6,"R",7,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",605
102049,"R",1581,"R",482,"R",1099,"R",5,"R",1,"R",4,"R",23,"R",9,"R",14,"R",141,"R",51,"R",90,"R",61,"R",17,"R",44,"R",1,"R",0,"R",1,"R",1277,"R",375,"R",902,"R",33,"R",14,"R",19,"R",24,"R",8,"R",16,"R",16,"R",7,"R",9,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1581
102058,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",9
102067,"R",700,"R",291,"R",409,"R",5,"R",3,"R",2,"R",4,"R",1,"R",3,"R",171,"R",31,"R",140,"R",13,"R",4,"R",9,"R",0,"R",0,"R",0,"R",479,"R",241,"R",238,"R",9,"R",2,"R",7,"R",18,"R",9,"R",9,"R",1,"R",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",700
102076,"R",454,"R",179,"R",275,"R",3,"R",1,"R",2,"R",8,"R",4,"R",4,"R",29,"R",13,"R",16,"R",73,"R",28,"R",45,"R",1,"R",0,"R",1,"R",311,"R",124,"R",187,"R",9,"R",1,"R",8,"R",16,"R",7,"R",9,"R",4,"R",1,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",454
102094,"R",3572,"R",1028,"R",2544,"R",22,"R",7,"R",15,"R",134,"R",43,"R",91,"R",664,"R",157,"R",507,"R",140,"R",42,"R",98,"R",8,"R",4,"R",4,"R",2372,"R",701,"R",1671,"R",121,"R",33,"R",88,"R",71,"R",22,"R",49,"R",40,"R",19,"R",21,"R",2,"A",,"R",2,"R",0,"A",,"R",0,"R",2,"A",,"R",2,"R",3570
102234,"R",283,"R",130,"R",153,"R",3,"R",2,"R",1,"R",4,"R",1,"R",3,"R",32,"R",10,"R",22,"R",15,"R",6,"R",9,"R",1,"R",1,"R",0,"R",191,"R",86,"R",105,"R",3,"R",2,"R",1,"R",17,"R",8,"R",9,"R",17,"R",14,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",283
102270,"R",97,"R",43,"R",54,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",38,"R",52,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",97
102298,"R",161,"R",56,"R",105,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",139,"R",47,"R",92,"R",3,"R",3,"R",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",2,"R",0,"R",2,"R",2,"R",1,"R",1,"R",11,"R",3,"R",8,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",161
102313,"R",267,"R",109,"R",158,"R",2,"Z",0,"R",2,"R",4,"Z",0,"R",4,"R",186,"R",66,"R",120,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"R",57,"R",33,"R",24,"R",4,"R",3,"R",1,"R",5,"R",3,"R",2,"R",1,"Z",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",267
102368,"R",3827,"R",1356,"R",2471,"R",7,"R",2,"R",5,"R",34,"R",16,"R",18,"R",1084,"R",299,"R",785,"R",163,"R",67,"R",96,"R",5,"R",3,"R",2,"R",1995,"R",737,"R",1258,"R",127,"R",57,"R",70,"R",251,"R",111,"R",140,"R",161,"R",64,"R",97,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",3827
102377,"R",523,"R",158,"R",365,"R",4,"R",1,"R",3,"R",4,"R",3,"R",1,"R",438,"R",124,"R",314,"R",7,"R",4,"R",3,"R",1,"Z",0,"R",1,"R",17,"R",4,"R",13,"R",1,"Z",0,"R",1,"R",51,"R",22,"R",29,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",523
102395,"R",52,"R",39,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",9,"R",4,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",33,"R",25,"R",8,"R",2,"R",2,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",52
102429,"R",992,"R",484,"R",508,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",261,"R",155,"R",106,"R",21,"R",12,"R",9,"R",0,"R",0,"R",0,"R",656,"R",286,"R",370,"R",31,"R",22,"R",9,"R",20,"R",9,"R",11,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",992
102553,"R",1812,"R",729,"R",1083,"R",79,"R",24,"R",55,"R",119,"R",44,"R",75,"R",51,"R",21,"R",30,"R",154,"R",58,"R",96,"R",47,"R",22,"R",25,"R",1022,"R",413,"R",609,"R",198,"R",75,"R",123,"R",105,"R",51,"R",54,"R",37,"R",21,"R",16,"R",28,"A",,"R",28,"R",1,"A",,"R",1,"R",29,"A",,"R",29,"R",1783
102580,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",6
102614,"R",1139,"R",483,"R",656,"R",127,"R",35,"R",92,"R",29,"R",11,"R",18,"R",38,"R",18,"R",20,"R",84,"R",36,"R",48,"R",9,"R",3,"R",6,"R",617,"R",266,"R",351,"R",108,"R",42,"R",66,"R",97,"R",49,"R",48,"R",30,"R",23,"R",7,"R",6,"A",,"R",6,"R",0,"A",,"R",0,"R",6,"A",,"R",6,"R",1133
102632,"R",426,"R",138,"R",288,"R",43,"R",13,"R",30,"R",16,"R",5,"R",11,"R",3,"R",1,"R",2,"R",37,"R",9,"R",28,"R",11,"R",1,"R",10,"R",242,"R",77,"R",165,"R",46,"R",16,"R",30,"R",23,"R",13,"R",10,"R",5,"R",3,"R",2,"R",12,"A",,"R",12,"R",3,"A",,"R",3,"R",15,"A",,"R",15,"R",411
102669,"R",121,"R",29,"R",92,"R",23,"R",4,"R",19,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",11,"R",1,"R",10,"R",1,"R",0,"R",1,"R",48,"R",13,"R",35,"R",15,"R",5,"R",10,"R",17,"R",5,"R",12,"R",1,"R",1,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",121
102711,"R",92,"R",62,"R",30,"R",17,"R",9,"R",8,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",48,"R",35,"R",13,"R",11,"R",8,"R",3,"R",11,"R",7,"R",4,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"A",,"R",0,"R",0,"R",1,"R",1,"R",91
102845,"R",1281,"R",327,"R",954,"R",100,"R",15,"R",85,"R",39,"R",12,"R",27,"R",54,"R",15,"R",39,"R",264,"R",69,"R",195,"R",44,"R",12,"R",32,"R",468,"R",116,"R",352,"R",109,"R",28,"R",81,"R",198,"R",58,"R",140,"R",5,"R",2,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1281
103501,"R",215,"R",24,"R",191,"R",24,"R",1,"R",23,"R",52,"R",5,"R",47,"R",25,"R",5,"R",20,"R",15,"R",3,"R",12,"R",5,"R",0,"R",5,"R",78,"R",10,"R",68,"R",10,"R",0,"R",10,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",215
103741,"R",91,"R",4,"R",87,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",8,"R",1,"R",7,"R",48,"R",2,"R",46,"R",0,"R",0,"R",0,"R",21,"R",1,"R",20,"R",3,"R",0,"R",3,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",91
103893,"R",804,"R",167,"R",637,"R",31,"R",2,"R",29,"R",13,"R",5,"R",8,"R",59,"R",11,"R",48,"R",460,"R",86,"R",374,"R",3,"R",2,"R",1,"R",159,"R",41,"R",118,"R",20,"R",4,"R",16,"R",52,"R",13,"R",39,"R",7,"R",3,"R",4,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",804
