UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN    
168227,"R",1011,"R",761,"R",250,"R",0,"R",0,"R",0,"R",67,"R",49,"R",18,"R",75,"R",53,"R",22,"R",76,"R",54,"R",22,"R",2,"R",1,"R",1,"R",640,"R",486,"R",154,"R",24,"R",17,"R",7,"R",50,"R",38,"R",12,"R",77,"R",63,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1011
168254,"R",948,"R",489,"R",459,"R",2,"R",0,"R",2,"R",35,"R",20,"R",15,"R",41,"R",24,"R",17,"R",70,"R",38,"R",32,"R",1,"Z",0,"R",1,"R",704,"R",358,"R",346,"R",9,"R",6,"R",3,"R",69,"R",30,"R",39,"R",17,"R",13,"R",4,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",948
168263,"R",1246,"R",484,"R",762,"R",4,"R",0,"R",4,"R",22,"R",11,"R",11,"R",72,"R",30,"R",42,"R",114,"R",41,"R",73,"R",0,"R",0,"Z",0,"R",940,"R",368,"R",572,"R",31,"R",11,"R",20,"R",54,"R",20,"R",34,"R",9,"R",3,"R",6,"R",20,"R",0,"R",20,"R",34,"R",0,"R",34,"R",54,"R",0,"R",54,"R",1192
168281,"R",385,"R",158,"R",227,"R",0,"R",0,"R",0,"R",16,"R",7,"R",9,"R",23,"R",11,"R",12,"R",27,"R",11,"R",16,"R",0,"R",0,"R",0,"R",274,"R",112,"R",162,"R",17,"R",5,"R",12,"R",0,"R",0,"R",0,"R",28,"R",12,"R",16,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",385
168342,"R",550,"R",275,"R",275,"R",1,"R",1,"Z",0,"R",68,"R",37,"R",31,"R",28,"R",13,"R",15,"R",67,"R",28,"R",39,"Z",0,"Z",0,"Z",0,"R",264,"R",139,"R",125,"R",28,"R",8,"R",20,"R",25,"R",12,"R",13,"R",69,"R",37,"R",32,"R",0,"R",9,"R",9,"R",0,"A",,"R",0,"R",0,"R",9,"R",9,"R",541
168421,"R",1947,"R",1183,"R",764,"Z",0,"Z",0,"Z",0,"R",140,"R",74,"R",66,"R",67,"R",54,"R",13,"R",148,"R",93,"R",55,"R",1,"R",1,"Z",0,"R",1242,"R",736,"R",506,"R",51,"R",26,"R",25,"R",38,"R",20,"R",18,"R",260,"R",179,"R",81,"R",16,"A",,"R",16,"R",39,"A",,"R",39,"R",55,"A",,"R",55,"R",1892
168430,"R",1339,"R",439,"R",900,"R",1,"R",0,"R",1,"R",63,"R",28,"R",35,"R",83,"R",30,"R",53,"R",153,"R",53,"R",100,"R",1,"R",1,"R",0,"R",919,"R",278,"R",641,"R",39,"R",12,"R",27,"R",64,"R",28,"R",36,"R",16,"R",9,"R",7,"R",0,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",6,"R",6,"R",1333
168528,"R",383,"R",174,"R",209,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",13,"R",7,"R",6,"R",15,"R",5,"R",10,"R",0,"R",0,"R",0,"R",270,"R",114,"R",156,"R",12,"R",7,"R",5,"R",52,"R",31,"R",21,"R",20,"R",10,"R",10,"R",38,"A",,"R",38,"R",14,"A",,"R",14,"R",52,"A",,"R",52,"R",331
168546,"R",306,"R",131,"R",175,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",43,"R",13,"R",30,"R",29,"R",12,"R",17,"R",0,"R",0,"R",0,"R",188,"R",83,"R",105,"R",9,"R",5,"R",4,"R",25,"R",14,"R",11,"R",6,"R",3,"R",3,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",306
168555,"R",20,"R",0,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19,"R",0,"R",19,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",20
168573,"R",577,"R",561,"R",16,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",179,"R",173,"R",6,"R",9,"R",9,"R",0,"R",2,"R",2,"R",0,"R",365,"R",355,"R",10,"R",0,"R",0,"R",0,"R",17,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",577
168591,"R",292,"R",99,"R",193,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",5,"R",2,"R",3,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",254,"R",91,"R",163,"R",9,"R",2,"R",7,"R",4,"R",1,"R",3,"R",6,"R",1,"R",5,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",292
168607,"R",250,"R",131,"R",119,"R",10,"R",7,"R",3,"R",1,"R",1,"R",0,"R",4,"R",3,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",234,"R",120,"R",114,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",250
168740,"R",754,"R",379,"R",375,"R",2,"R",1,"R",1,"R",116,"R",63,"R",53,"R",156,"R",80,"R",76,"R",155,"R",84,"R",71,"R",3,"R",1,"R",2,"R",189,"R",95,"R",94,"R",23,"R",8,"R",15,"R",30,"R",7,"R",23,"R",80,"R",40,"R",40,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",754
168786,"R",352,"R",147,"R",205,"R",2,"R",0,"R",2,"R",6,"R",2,"R",4,"R",17,"R",7,"R",10,"R",33,"R",12,"R",21,"R",0,"R",0,"R",0,"R",225,"R",89,"R",136,"R",8,"R",3,"R",5,"R",45,"R",24,"R",21,"R",16,"R",10,"R",6,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",352
168847,"R",1449,"R",368,"R",1081,"R",4,"R",1,"R",3,"R",18,"R",6,"R",12,"R",147,"R",31,"R",116,"R",76,"R",16,"R",60,"R",2,"R",1,"R",1,"R",1083,"R",284,"R",799,"R",115,"R",27,"R",88,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1449
168883,"R",287,"R",103,"R",184,"R",3,"R",3,"R",0,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0,"R",257,"R",88,"R",169,"R",18,"R",8,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",287
168892,"R",37,"R",4,"R",33,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",21,"R",2,"R",19,"R",8,"Z",0,"R",8,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",37
169080,"R",811,"R",364,"R",447,"R",1,"R",0,"R",1,"R",52,"R",20,"R",32,"R",40,"R",24,"R",16,"R",35,"R",16,"R",19,"R",0,"R",0,"R",0,"R",547,"R",243,"R",304,"R",23,"R",9,"R",14,"R",5,"R",3,"R",2,"R",108,"R",49,"R",59,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",811
169099,"R",61,"R",41,"R",20,"R",1,"R",1,"Z",0,"R",9,"R",8,"R",1,"R",2,"R",2,"Z",0,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",30,"R",16,"R",14,"R",1,"R",1,"Z",0,"R",6,"R",6,"Z",0,"R",8,"R",5,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",61
169187,"R",68,"R",10,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",62,"R",10,"R",52,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",68
169220,"R",87,"R",16,"R",71,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",12,"R",1,"R",11,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",70,"R",14,"R",56,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87
169248,"R",4509,"R",1760,"R",2749,"R",25,"R",6,"R",19,"R",88,"R",32,"R",56,"R",431,"R",164,"R",267,"R",218,"R",92,"R",126,"R",5,"R",3,"R",2,"R",3371,"R",1295,"R",2076,"R",140,"R",50,"R",90,"R",64,"R",25,"R",39,"R",167,"R",93,"R",74,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",4509
169275,"R",917,"R",283,"R",634,"R",0,"R",0,"R",0,"R",11,"R",6,"R",5,"R",130,"R",44,"R",86,"R",74,"R",30,"R",44,"R",1,"R",0,"R",1,"R",638,"R",189,"R",449,"R",38,"R",10,"R",28,"R",20,"R",3,"R",17,"R",5,"R",1,"R",4,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",917
169284,"R",121,"R",9,"R",112,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",27,"R",2,"R",25,"R",16,"R",2,"R",14,"R",0,"R",0,"R",0,"R",55,"R",2,"R",53,"R",7,"R",1,"R",6,"R",15,"R",2,"R",13,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",121
169327,"R",171,"R",80,"R",91,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",11,"R",5,"R",6,"R",4,"R",4,"R",0,"R",0,"R",0,"R",0,"R",51,"R",22,"R",29,"R",0,"R",0,"R",0,"R",104,"R",49,"R",55,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",169
169363,"R",191,"R",82,"R",109,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",13,"R",10,"R",3,"R",5,"R",1,"R",4,"R",3,"R",1,"R",2,"R",152,"R",64,"R",88,"R",9,"R",3,"R",6,"R",4,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",191
169424,"R",63,"R",20,"R",43,"R",2,"R",1,"R",1,"R",7,"R",1,"R",6,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",39,"R",12,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",3,"R",6,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",63
169442,"R",325,"R",147,"R",178,"R",1,"R",0,"R",1,"R",18,"R",10,"R",8,"R",32,"R",17,"R",15,"R",33,"R",10,"R",23,"R",0,"R",0,"R",0,"R",156,"R",63,"R",93,"R",9,"R",4,"R",5,"R",32,"R",10,"R",22,"R",44,"R",33,"R",11,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",325
169479,"R",1502,"R",645,"R",857,"R",8,"R",1,"R",7,"R",47,"R",19,"R",28,"R",156,"R",49,"R",107,"R",88,"R",35,"R",53,"R",2,"R",2,"Z",0,"R",1011,"R",445,"R",566,"R",37,"R",18,"R",19,"R",99,"R",43,"R",56,"R",54,"R",33,"R",21,"R",27,"A",,"R",27,"R",15,"A",,"R",15,"R",42,"A",,"R",42,"R",1460
169503,"R",201,"R",5,"R",196,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",98,"R",0,"R",98,"R",18,"R",0,"R",18,"R",2,"R",0,"R",2,"R",69,"R",4,"R",65,"R",8,"R",1,"R",7,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",201
169521,"R",968,"R",354,"R",614,"R",3,"R",0,"R",3,"R",5,"R",2,"R",3,"R",86,"R",21,"R",65,"R",58,"R",20,"R",38,"R",1,"R",0,"R",1,"R",762,"R",289,"R",473,"R",18,"R",5,"R",13,"R",30,"R",15,"R",15,"R",5,"R",2,"R",3,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",968
169576,"R",74,"R",3,"R",71,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",61,"R",2,"R",59,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",74
169655,"R",961,"R",897,"R",64,"R",7,"R",7,"Z",0,"R",29,"R",29,"Z",0,"R",119,"R",114,"R",5,"R",270,"R",247,"R",23,"R",3,"R",3,"Z",0,"R",385,"R",358,"R",27,"R",35,"R",29,"R",6,"R",113,"R",110,"R",3,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"A",,"Z",0,"R",0,"R",0,"R",0,"R",961
169716,"R",1501,"R",574,"R",927,"R",4,"R",1,"R",3,"R",111,"R",43,"R",68,"R",152,"R",47,"R",105,"R",75,"R",27,"R",48,"R",2,"R",1,"R",1,"R",829,"R",296,"R",533,"R",25,"R",11,"R",14,"R",68,"R",24,"R",44,"R",235,"R",124,"R",111,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",1501
169761,"R",391,"R",103,"R",288,"R",2,"Z",0,"R",2,"R",6,"Z",0,"R",6,"R",183,"R",15,"R",168,"R",9,"R",1,"R",8,"R",1,"Z",0,"R",1,"R",108,"R",48,"R",60,"R",24,"R",1,"R",23,"R",58,"R",38,"R",20,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",391
169798,"R",3946,"R",1443,"R",2503,"R",11,"R",3,"R",8,"R",142,"R",53,"R",89,"R",498,"R",176,"R",322,"R",232,"R",81,"R",151,"R",3,"R",2,"R",1,"R",2652,"R",959,"R",1693,"R",129,"R",57,"R",72,"R",153,"R",58,"R",95,"R",126,"R",54,"R",72,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",3946
169813,"R",45,"Z",0,"R",45,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",30,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",45
169910,"R",2990,"R",1362,"R",1628,"R",22,"R",6,"R",16,"R",56,"R",22,"R",34,"R",175,"R",60,"R",115,"R",152,"R",62,"R",90,"R",1,"Z",0,"R",1,"R",2345,"R",1102,"R",1243,"R",103,"R",45,"R",58,"R",91,"R",42,"R",49,"R",45,"R",23,"R",22,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2990
169974,"R",170,"R",62,"R",108,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",4,"R",1,"R",3,"R",23,"R",5,"R",18,"Z",0,"Z",0,"Z",0,"R",131,"R",48,"R",83,"R",6,"R",4,"R",2,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",170
169983,"R",518,"R",396,"R",122,"R",1,"R",1,"R",0,"R",24,"R",17,"R",7,"R",18,"R",12,"R",6,"R",24,"R",16,"R",8,"R",0,"R",0,"R",0,"R",379,"R",295,"R",84,"R",13,"R",10,"R",3,"R",21,"R",15,"R",6,"R",38,"R",30,"R",8,"R",1,"A",,"R",1,"R",4,"A",,"R",4,"R",5,"A",,"R",5,"R",513
169992,"R",161,"R",55,"R",106,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",4,"R",3,"R",1,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",144,"R",47,"R",97,"R",2,"R",1,"R",1,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",161
170000,"R",192,"R",86,"R",106,"R",2,"R",2,"R",0,"R",3,"R",2,"R",1,"R",47,"R",22,"R",25,"R",16,"R",7,"R",9,"R",1,"R",1,"R",0,"R",109,"R",49,"R",60,"R",2,"R",1,"R",1,"R",12,"R",2,"R",10,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",192
170037,"R",506,"R",179,"R",327,"R",3,"R",1,"R",2,"R",2,"R",1,"R",1,"R",56,"R",21,"R",35,"R",21,"R",3,"R",18,"R",2,"Z",0,"R",2,"R",376,"R",129,"R",247,"R",8,"R",3,"R",5,"R",3,"R",2,"R",1,"R",35,"R",19,"R",16,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",506
170055,"R",1395,"R",555,"R",840,"R",4,"R",3,"R",1,"R",41,"R",16,"R",25,"R",103,"R",36,"R",67,"R",162,"R",64,"R",98,"R",0,"R",0,"R",0,"R",961,"R",389,"R",572,"R",33,"R",9,"R",24,"R",83,"R",35,"R",48,"R",8,"R",3,"R",5,"R",1,"R",0,"R",1,"Z",0,"A",,"Z",0,"R",1,"R",0,"R",1,"R",1394
170082,"R",5731,"R",1995,"R",3736,"R",17,"R",4,"R",13,"R",143,"R",42,"R",101,"R",222,"R",65,"R",157,"R",311,"R",113,"R",198,"R",4,"R",2,"R",2,"R",4719,"R",1658,"R",3061,"R",200,"R",62,"R",138,"R",22,"R",10,"R",12,"R",93,"R",39,"R",54,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",5,"R",0,"R",5,"R",5726
170091,"R",40,"R",18,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",4,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",12,"R",16,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",40
170240,"R",1420,"R",535,"R",885,"R",4,"R",3,"R",1,"R",33,"R",15,"R",18,"R",175,"R",51,"R",124,"R",22,"R",5,"R",17,"R",3,"R",0,"R",3,"R",830,"R",322,"R",508,"R",74,"R",25,"R",49,"R",246,"R",95,"R",151,"R",33,"R",19,"R",14,"R",1,"A",,"R",1,"Z",0,"A",,"Z",0,"R",1,"A",,"R",1,"R",1419
170286,"R",337,"R",184,"R",153,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",337,"R",184,"R",153,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",337
170301,"R",700,"R",243,"R",457,"R",0,"R",0,"R",0,"R",13,"R",2,"R",11,"R",16,"R",5,"R",11,"R",48,"R",18,"R",30,"R",0,"R",0,"R",0,"R",567,"R",197,"R",370,"R",29,"R",11,"R",18,"R",10,"R",5,"R",5,"R",17,"R",5,"R",12,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",700
170444,"R",788,"R",260,"R",528,"R",2,"R",1,"R",1,"R",6,"R",5,"R",1,"R",42,"R",12,"R",30,"R",34,"R",16,"R",18,"Z",0,"Z",0,"Z",0,"R",527,"R",184,"R",343,"R",22,"R",9,"R",13,"R",155,"R",33,"R",122,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",788
170532,"R",321,"R",132,"R",189,"R",1,"R",1,"R",0,"R",23,"R",12,"R",11,"R",21,"R",8,"R",13,"R",40,"R",13,"R",27,"R",1,"R",0,"R",1,"R",197,"R",75,"R",122,"R",15,"R",8,"R",7,"R",8,"R",4,"R",4,"R",15,"R",11,"R",4,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",321
170541,"R",931,"R",378,"R",553,"R",4,"R",2,"R",2,"R",18,"R",9,"R",9,"R",75,"R",32,"R",43,"R",56,"R",21,"R",35,"R",2,"R",0,"R",2,"R",708,"R",291,"R",417,"R",36,"R",11,"R",25,"R",23,"R",5,"R",18,"R",9,"R",7,"R",2,"R",5,"A",,"R",5,"R",0,"A",,"R",0,"R",5,"A",,"R",5,"R",926
170550,"R",754,"R",190,"R",564,"R",4,"Z",0,"R",4,"R",11,"R",2,"R",9,"R",45,"R",9,"R",36,"R",43,"R",13,"R",30,"R",1,"R",1,"Z",0,"R",588,"R",143,"R",445,"R",21,"R",9,"R",12,"R",41,"R",13,"R",28,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"Z",0,"A",,"Z",0,"R",0,"A",,"R",0,"R",754
170587,"R",271,"R",98,"R",173,"R",6,"R",3,"R",3,"R",1,"R",0,"R",1,"R",5,"R",1,"R",4,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",252,"R",91,"R",161,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",271
170611,"R",68,"R",1,"R",67,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",26,"Z",0,"R",26,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",38,"R",1,"R",37,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",68
170620,"R",379,"R",116,"R",263,"R",2,"R",1,"R",1,"R",9,"R",2,"R",7,"R",29,"R",8,"R",21,"R",45,"R",15,"R",30,"R",0,"R",0,"R",0,"R",279,"R",85,"R",194,"R",11,"R",3,"R",8,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",1,"A",,"R",1,"R",0,"A",,"R",0,"R",1,"A",,"R",1,"R",378
170639,"R",489,"R",206,"R",283,"R",40,"R",17,"R",23,"R",7,"R",4,"R",3,"R",4,"R",2,"R",2,"R",10,"R",3,"R",7,"R",0,"R",0,"R",0,"R",365,"R",150,"R",215,"R",0,"R",0,"R",0,"R",47,"R",21,"R",26,"R",16,"R",9,"R",7,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",489
170657,"R",1864,"R",706,"R",1158,"R",6,"R",3,"R",3,"R",72,"R",26,"R",46,"R",148,"R",52,"R",96,"R",139,"R",51,"R",88,"R",1,"R",0,"R",1,"R",1323,"R",513,"R",810,"R",85,"R",21,"R",64,"R",76,"R",34,"R",42,"R",14,"R",6,"R",8,"R",16,"A",,"R",16,"Z",0,"A",,"Z",0,"R",16,"A",,"R",16,"R",1848
170675,"R",601,"R",418,"R",183,"R",1,"R",1,"R",0,"R",18,"R",13,"R",5,"R",32,"R",19,"R",13,"R",16,"R",15,"R",1,"R",0,"R",0,"R",0,"R",383,"R",252,"R",131,"R",14,"R",12,"R",2,"R",30,"R",20,"R",10,"R",107,"R",86,"R",21,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",601
170736,"R",20,"R",1,"R",19,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",15,"R",1,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",20
170790,"R",2332,"R",1011,"R",1321,"R",8,"R",2,"R",6,"R",114,"R",49,"R",65,"R",198,"R",81,"R",117,"R",80,"R",28,"R",52,"R",2,"R",0,"R",2,"R",1706,"R",744,"R",962,"R",46,"R",24,"R",22,"R",155,"R",72,"R",83,"R",23,"R",11,"R",12,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",2332
170806,"R",801,"R",189,"R",612,"R",3,"R",0,"R",3,"R",29,"R",4,"R",25,"R",74,"R",19,"R",55,"R",38,"R",5,"R",33,"R",0,"R",0,"R",0,"R",522,"R",119,"R",403,"R",23,"R",5,"R",18,"R",26,"R",4,"R",22,"R",86,"R",33,"R",53,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",801
170967,"R",244,"R",91,"R",153,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",44,"R",14,"R",30,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",176,"R",67,"R",109,"R",4,"R",1,"R",3,"R",4,"R",0,"R",4,"R",8,"R",6,"R",2,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",244
170976,"R",13902,"R",6945,"R",6957,"R",22,"R",13,"R",9,"R",1849,"R",936,"R",913,"R",578,"R",214,"R",364,"R",884,"R",430,"R",454,"R",2,"R",1,"R",1,"R",7141,"R",3397,"R",3744,"R",579,"R",280,"R",299,"R",609,"R",323,"R",286,"R",2238,"R",1351,"R",887,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",13902
