UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW 
101116,"R",127,"R",37,"R",90,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",82,"R",22,"R",60,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",40,"R",13,"R",27,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101143,"R",213,"R",113,"R",100,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0,"R",31,"R",15,"R",16,"R",9,"R",6,"R",3,"R",1,"R",1,"R",0,"R",157,"R",81,"R",76,"R",8,"R",4,"R",4,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0
101161,"R",696,"R",318,"R",378,"R",11,"R",4,"R",7,"R",9,"R",5,"R",4,"R",151,"R",86,"R",65,"R",17,"R",9,"R",8,"R",0,"R",0,"R",0,"R",473,"R",188,"R",285,"R",11,"R",4,"R",7,"R",22,"R",21,"R",1,"R",2,"R",1,"R",1
101189,"R",829,"R",271,"R",558,"R",4,"R",3,"R",1,"R",4,"R",1,"R",3,"R",384,"R",75,"R",309,"R",16,"R",2,"R",14,"R",0,"R",0,"R",0,"R",394,"R",174,"R",220,"R",7,"R",1,"R",6,"R",8,"R",5,"R",3,"R",12,"R",10,"R",2
101240,"R",922,"R",359,"R",563,"R",7,"R",0,"R",7,"R",10,"R",7,"R",3,"R",153,"R",60,"R",93,"R",26,"R",10,"R",16,"R",0,"R",0,"R",0,"R",679,"R",265,"R",414,"R",17,"R",6,"R",11,"R",7,"R",3,"R",4,"R",23,"R",8,"R",15
101277,"R",41,"R",1,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",37,"R",1,"R",36,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101286,"R",884,"R",368,"R",516,"R",9,"R",6,"R",3,"R",3,"R",3,"R",0,"R",211,"R",89,"R",122,"R",26,"R",5,"R",21,"R",0,"R",0,"R",0,"R",616,"R",261,"R",355,"R",16,"R",3,"R",13,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0
101295,"R",1372,"R",451,"R",921,"R",15,"R",4,"R",11,"R",6,"R",4,"R",2,"R",66,"R",23,"R",43,"R",59,"R",24,"R",35,"R",0,"R",0,"R",0,"R",1166,"R",369,"R",797,"R",14,"R",5,"R",9,"R",32,"R",16,"R",16,"R",14,"R",6,"R",8
101301,"R",366,"R",147,"R",219,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",283,"R",108,"R",175,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",69,"R",30,"R",39,"R",2,"R",1,"R",1,"R",6,"R",3,"R",3,"R",2,"R",2,"R",0
101365,"R",254,"R",87,"R",167,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",127,"R",16,"R",111,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",96,"R",63,"R",33,"R",12,"R",3,"R",9,"R",13,"R",5,"R",8,"Z",0,"Z",0,"Z",0
101435,"R",230,"R",101,"R",129,"R",4,"R",1,"R",3,"R",2,"R",1,"R",1,"R",43,"R",14,"R",29,"R",9,"R",5,"R",4,"R",0,"R",0,"R",0,"R",143,"R",69,"R",74,"R",11,"R",5,"R",6,"R",18,"R",6,"R",12,"R",0,"R",0,"R",0
101453,"R",22,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",20,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101462,"R",150,"R",54,"R",96,"R",1,"R",0,"R",1,"R",3,"R",3,"R",0,"R",74,"R",14,"R",60,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",58,"R",32,"R",26,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2
101471,"R",460,"R",353,"R",107,"R",5,"R",3,"R",2,"R",0,"R",0,"Z",0,"R",272,"R",239,"R",33,"R",8,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"R",175,"R",103,"R",72,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101480,"R",1673,"R",618,"R",1055,"R",21,"R",5,"R",16,"R",15,"R",4,"R",11,"R",333,"R",110,"R",223,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",1179,"R",444,"R",735,"R",0,"R",0,"R",0,"R",68,"R",30,"R",38,"R",54,"R",23,"R",31
101505,"R",963,"R",300,"R",663,"R",3,"R",1,"R",2,"R",22,"R",5,"R",17,"R",210,"R",57,"R",153,"R",34,"R",14,"R",20,"R",1,"R",0,"R",1,"R",646,"R",202,"R",444,"R",26,"R",7,"R",19,"R",0,"R",0,"R",0,"R",21,"R",14,"R",7
101514,"R",1420,"R",721,"R",699,"R",19,"R",5,"R",14,"R",32,"R",11,"R",21,"R",173,"R",86,"R",87,"R",55,"R",26,"R",29,"R",1,"R",1,"Z",0,"R",1061,"R",557,"R",504,"R",59,"R",23,"R",36,"R",9,"R",5,"R",4,"R",11,"R",7,"R",4
101541,"R",67,"R",0,"R",67,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",15,"R",0,"R",15,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",44,"R",0,"R",44,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
101569,"R",564,"R",289,"R",275,"R",2,"R",1,"R",1,"R",7,"R",4,"R",3,"R",426,"R",188,"R",238,"R",12,"R",10,"R",2,"R",0,"R",0,"R",0,"R",109,"R",80,"R",29,"R",1,"R",1,"R",0,"R",3,"R",2,"R",1,"R",4,"R",3,"R",1
101587,"R",1150,"R",303,"R",847,"R",5,"R",0,"R",5,"R",1,"Z",0,"R",1,"R",319,"R",80,"R",239,"R",1,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",715,"R",177,"R",538,"R",13,"R",4,"R",9,"R",43,"R",12,"R",31,"R",52,"R",29,"R",23
101602,"R",407,"R",199,"R",208,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",60,"R",18,"R",42,"R",6,"R",5,"R",1,"R",1,"R",1,"R",0,"R",333,"R",171,"R",162,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
101648,"R",109,"R",88,"R",21,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",22,"R",18,"R",4,"R",7,"R",6,"R",1,"R",0,"R",0,"R",0,"R",71,"R",59,"R",12,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101675,"R",291,"R",134,"R",157,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",278,"R",124,"R",154,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",5,"Z",0,"R",2,"R",1,"R",1,"R",5,"R",3,"R",2,"Z",0,"Z",0,"Z",0
101693,"R",321,"R",103,"R",218,"R",3,"R",0,"R",3,"R",4,"R",0,"R",4,"R",64,"R",11,"R",53,"R",7,"R",3,"R",4,"R",1,"R",1,"R",0,"R",203,"R",69,"R",134,"R",9,"R",3,"R",6,"R",9,"R",4,"R",5,"R",21,"R",12,"R",9
101709,"R",669,"R",182,"R",487,"R",3,"R",2,"R",1,"R",5,"R",1,"R",4,"R",114,"R",32,"R",82,"R",27,"R",10,"R",17,"R",0,"R",0,"R",0,"R",475,"R",122,"R",353,"R",0,"R",0,"R",0,"R",39,"R",10,"R",29,"R",6,"R",5,"R",1
101736,"R",640,"R",321,"R",319,"R",10,"R",5,"R",5,"R",2,"R",2,"R",0,"R",54,"R",25,"R",29,"R",35,"R",14,"R",21,"R",0,"R",0,"R",0,"R",526,"R",270,"R",256,"R",2,"R",1,"R",1,"R",8,"R",3,"R",5,"R",3,"R",1,"R",2
101879,"R",1431,"R",532,"R",899,"R",11,"R",3,"R",8,"R",7,"R",4,"R",3,"R",155,"R",56,"R",99,"R",35,"R",17,"R",18,"R",2,"R",0,"R",2,"R",1082,"R",385,"R",697,"R",34,"R",14,"R",20,"R",36,"R",18,"R",18,"R",69,"R",35,"R",34
101897,"R",732,"R",284,"R",448,"R",17,"R",6,"R",11,"R",3,"R",1,"R",2,"R",12,"R",5,"R",7,"R",49,"R",14,"R",35,"R",0,"R",0,"R",0,"R",642,"R",256,"R",386,"R",8,"R",2,"R",6,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1
101912,"R",350,"R",136,"R",214,"R",3,"R",2,"R",1,"R",4,"R",1,"R",3,"R",284,"R",119,"R",165,"R",11,"R",4,"R",7,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",8,"R",2,"R",6,"R",28,"R",8,"R",20
101994,"R",120,"R",35,"R",85,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",64,"R",11,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53,"R",24,"R",29,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102030,"R",572,"R",279,"R",293,"R",5,"R",1,"R",4,"R",11,"R",3,"R",8,"R",369,"R",195,"R",174,"R",10,"R",8,"R",2,"R",1,"R",1,"R",0,"R",162,"R",68,"R",94,"R",4,"R",1,"R",3,"R",2,"R",0,"R",2,"R",8,"R",2,"R",6
102049,"R",1595,"R",546,"R",1049,"R",6,"R",2,"R",4,"R",31,"R",10,"R",21,"R",157,"R",51,"R",106,"R",49,"R",22,"R",27,"R",0,"R",0,"R",0,"R",1274,"R",420,"R",854,"R",28,"R",14,"R",14,"R",17,"R",5,"R",12,"R",33,"R",22,"R",11
102058,"R",36,"R",10,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36,"R",10,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102067,"R",627,"R",279,"R",348,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",181,"R",67,"R",114,"R",15,"R",5,"R",10,"R",2,"R",0,"R",2,"R",399,"R",194,"R",205,"R",13,"R",5,"R",8,"R",13,"R",6,"R",7,"R",2,"R",2,"R",0
102076,"R",458,"R",162,"R",296,"R",10,"R",0,"R",10,"R",2,"R",1,"R",1,"R",27,"R",10,"R",17,"R",45,"R",15,"R",30,"R",0,"R",0,"R",0,"R",363,"R",134,"R",229,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4,"R",6,"R",1,"R",5
102094,"R",3817,"R",1237,"R",2580,"R",24,"R",5,"R",19,"R",168,"R",62,"R",106,"R",685,"R",192,"R",493,"R",101,"R",33,"R",68,"R",7,"R",4,"R",3,"R",2486,"R",776,"R",1710,"R",79,"R",28,"R",51,"R",138,"R",38,"R",100,"R",129,"R",99,"R",30
102234,"R",309,"R",118,"R",191,"R",2,"R",1,"R",1,"R",8,"R",3,"R",5,"R",44,"R",11,"R",33,"R",9,"R",6,"R",3,"R",0,"R",0,"R",0,"R",214,"R",81,"R",133,"R",6,"R",1,"R",5,"R",10,"R",4,"R",6,"R",16,"R",11,"R",5
102270,"R",72,"R",30,"R",42,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",25,"R",42,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",126,"R",53,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",118,"R",48,"R",70,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",1,"R",1,"R",0
102313,"R",357,"R",206,"R",151,"R",0,"R",0,"R",0,"R",6,"R",1,"R",5,"R",201,"R",110,"R",91,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",147,"R",92,"R",55,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
102368,"R",3625,"R",1341,"R",2284,"R",23,"R",9,"R",14,"R",33,"R",8,"R",25,"R",909,"R",257,"R",652,"R",160,"R",68,"R",92,"R",4,"R",1,"R",3,"R",1816,"R",698,"R",1118,"R",93,"R",28,"R",65,"R",344,"R",131,"R",213,"R",243,"R",141,"R",102
102377,"R",572,"R",206,"R",366,"R",1,"R",0,"R",1,"R",3,"R",3,"Z",0,"R",503,"R",167,"R",336,"R",10,"R",3,"R",7,"R",0,"R",0,"R",0,"R",7,"R",2,"R",5,"R",0,"R",0,"R",0,"R",48,"R",31,"R",17,"R",0,"R",0,"R",0
102395,"R",67,"R",41,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11,"R",5,"R",6,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",40,"R",29,"R",11,"R",4,"R",1,"R",3,"R",7,"R",3,"R",4,"R",0,"R",0,"R",0
102429,"R",943,"R",439,"R",504,"R",2,"R",1,"R",1,"R",4,"R",1,"R",3,"R",168,"R",83,"R",85,"R",14,"R",7,"R",7,"R",0,"R",0,"R",0,"R",737,"R",337,"R",400,"R",5,"R",1,"R",4,"R",13,"R",9,"R",4,"R",0,"R",0,"R",0
102553,"R",2366,"R",929,"R",1437,"R",124,"R",41,"R",83,"R",143,"R",59,"R",84,"R",69,"R",27,"R",42,"R",175,"R",55,"R",120,"R",19,"R",8,"R",11,"R",1486,"R",601,"R",885,"R",220,"R",73,"R",147,"R",84,"R",39,"R",45,"R",46,"R",26,"R",20
102580,"R",9,"R",8,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0
102614,"R",1352,"R",615,"R",737,"R",193,"R",52,"R",141,"R",21,"R",6,"R",15,"R",23,"R",12,"R",11,"R",73,"R",31,"R",42,"R",6,"R",2,"R",4,"R",686,"R",329,"R",357,"R",77,"R",26,"R",51,"R",240,"R",132,"R",108,"R",33,"R",25,"R",8
102632,"R",608,"R",226,"R",382,"R",55,"R",18,"R",37,"R",17,"R",4,"R",13,"R",5,"R",1,"R",4,"R",35,"R",10,"R",25,"R",8,"R",2,"R",6,"R",354,"R",150,"R",204,"R",49,"R",20,"R",29,"R",80,"R",20,"R",60,"R",5,"R",1,"R",4
102669,"R",128,"R",36,"R",92,"R",23,"R",7,"R",16,"R",5,"R",2,"R",3,"R",7,"R",1,"R",6,"R",8,"R",3,"R",5,"R",1,"R",0,"R",1,"R",54,"R",16,"R",38,"R",12,"R",3,"R",9,"R",18,"R",4,"R",14,"R",0,"R",0,"R",0
102711,"R",181,"R",143,"R",38,"R",68,"R",50,"R",18,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",9,"R",6,"R",3,"R",1,"R",1,"R",0,"R",77,"R",63,"R",14,"R",14,"R",12,"R",2,"R",11,"R",10,"R",1,"R",0,"R",0,"R",0
102845,"R",1464,"R",323,"R",1141,"R",162,"R",22,"R",140,"R",7,"R",4,"R",3,"R",64,"R",19,"R",45,"R",368,"R",71,"R",297,"R",73,"R",21,"R",52,"R",650,"R",156,"R",494,"R",63,"R",11,"R",52,"R",77,"R",19,"R",58,"R",0,"R",0,"R",0
103501,"R",272,"R",43,"R",229,"R",42,"R",3,"R",39,"R",50,"R",8,"R",42,"R",24,"R",7,"R",17,"R",35,"R",6,"R",29,"R",5,"R",1,"R",4,"R",103,"R",18,"R",85,"R",9,"R",0,"R",9,"R",3,"R",0,"R",3,"R",1,"R",0,"R",1
103741,"R",49,"R",2,"R",47,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",19,"R",1,"R",18,"R",0,"R",0,"R",0,"R",10,"R",0,"R",10,"R",5,"R",1,"R",4,"R",6,"R",0,"R",6,"R",0,"R",0,"R",0
103811,"R",789,"R",695,"R",94,"R",8,"R",7,"R",1,"R",9,"R",9,"R",0,"R",196,"R",170,"R",26,"R",192,"R",173,"R",19,"R",17,"R",14,"R",3,"R",298,"R",261,"R",37,"R",69,"R",61,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103893,"R",450,"R",39,"R",411,"R",40,"R",5,"R",35,"R",4,"R",0,"R",4,"R",21,"R",2,"R",19,"R",282,"R",26,"R",256,"R",0,"R",0,"R",0,"R",94,"R",4,"R",90,"R",7,"R",2,"R",5,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
103909,"R",352,"R",58,"R",294,"R",55,"R",4,"R",51,"R",3,"R",3,"R",0,"R",17,"R",4,"R",13,"R",167,"R",28,"R",139,"R",1,"R",0,"R",1,"R",105,"R",18,"R",87,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103927,"R",223,"R",36,"R",187,"R",5,"R",0,"R",5,"R",1,"R",0,"R",1,"R",11,"R",1,"R",10,"R",145,"R",25,"R",120,"R",1,"R",0,"R",1,"R",51,"R",9,"R",42,"R",1,"R",0,"R",1,"R",8,"R",1,"R",7,"R",0,"R",0,"R",0
103945,"R",21,"R",2,"R",19,"R",8,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",8,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
103954,"R",34,"R",3,"R",31,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",4,"R",1,"R",3,"R",13,"R",2,"R",11,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
103963,"R",420,"R",395,"R",25,"R",74,"R",63,"R",11,"R",4,"R",4,"Z",0,"R",38,"R",38,"Z",0,"R",131,"R",123,"R",8,"Z",0,"Z",0,"Z",0,"R",166,"R",160,"R",6,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",421,"R",69,"R",352,"R",34,"R",4,"R",30,"R",21,"R",4,"R",17,"R",50,"R",5,"R",45,"R",125,"R",18,"R",107,"R",2,"R",0,"R",2,"R",155,"R",36,"R",119,"R",10,"R",0,"R",10,"R",24,"R",2,"R",22,"R",0,"R",0,"R",0
104151,"R",12573,"R",7048,"R",5525,"R",110,"R",51,"R",59,"R",822,"R",455,"R",367,"R",371,"R",158,"R",213,"R",1968,"R",975,"R",993,"R",19,"R",10,"R",9,"R",6029,"R",3279,"R",2750,"R",383,"R",188,"R",195,"R",105,"R",56,"R",49,"R",2766,"R",1876,"R",890
104160,"R",1318,"R",624,"R",694,"R",18,"R",12,"R",6,"R",11,"R",8,"R",3,"R",70,"R",57,"R",13,"R",871,"R",350,"R",521,"R",7,"R",4,"R",3,"R",252,"R",155,"R",97,"R",14,"R",8,"R",6,"R",41,"R",23,"R",18,"R",34,"R",7,"R",27
104179,"R",9922,"R",4545,"R",5377,"R",107,"R",42,"R",65,"R",582,"R",283,"R",299,"R",298,"R",127,"R",171,"R",2144,"R",890,"R",1254,"R",22,"R",8,"R",14,"R",5204,"R",2327,"R",2877,"R",324,"R",141,"R",183,"R",295,"R",162,"R",133,"R",946,"R",565,"R",381
104188,"R",10,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0
104346,"R",900,"R",460,"R",440,"R",54,"R",28,"R",26,"R",18,"R",7,"R",11,"R",75,"R",52,"R",23,"R",233,"R",121,"R",112,"R",1,"R",1,"R",0,"R",422,"R",203,"R",219,"R",18,"R",6,"R",12,"R",72,"R",40,"R",32,"R",7,"R",2,"R",5
104391,"R",30,"R",3,"R",27,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",5,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",21,"R",2,"R",19,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",1842,"R",1124,"R",718,"R",9,"R",4,"R",5,"R",56,"R",35,"R",21,"R",157,"R",104,"R",53,"R",538,"R",266,"R",272,"R",10,"R",7,"R",3,"R",983,"R",661,"R",322,"R",46,"R",22,"R",24,"R",34,"R",20,"R",14,"R",9,"R",5,"R",4
104434,"R",17,"R",0,"R",17,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0
104443,"R",29,"R",1,"R",28,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",7,"R",1,"R",6,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
104504,"R",63,"R",21,"R",42,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",5,"R",2,"R",3,"R",30,"R",15,"R",15,"Z",0,"Z",0,"Z",0,"R",21,"R",3,"R",18,"R",1,"Z",0,"R",1,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0
